	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0004_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0005_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_01.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_02.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_03.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0006_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d	2014_06_24_PC019_BAREFOOT_GAIT0007_05.c3d
	L_PELVIS_ANG	L_PELVIS_ANG	LHIP_ANG	LHIP_ANG	LKNEE_ANG	LKNEE_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG	L_PELVIS_ANG	LHIP_ANG	LKNEE_ANG	R_PELVIS_ANG	RHIP_ANG	RKNEE_ANG	L_PELVIS_ANG	LHIP_ANG	LKNEE_ANG	R_PELVIS_ANG	RHIP_ANG	RKNEE_ANG	L_PELVIS_ANG	LHIP_ANG	LKNEE_ANG	R_PELVIS_ANG	RHIP_ANG	RKNEE_ANG	L_PELVIS_ANG	LHIP_ANG	LKNEE_ANG	R_PELVIS_ANG	RHIP_ANG	RKNEE_ANG	L_PELVIS_ANG	LHIP_ANG	LKNEE_ANG	R_PELVIS_ANG	RHIP_ANG	RKNEE_ANG	L_PELVIS_ANG	LHIP_ANG	LKNEE_ANG	R_PELVIS_ANG	RHIP_ANG	RKNEE_ANG	L_PELVIS_ANG	LHIP_ANG	LKNEE_ANG	R_PELVIS_ANG	RHIP_ANG	RKNEE_ANG	L_PELVIS_ANG	LHIP_ANG	LKNEE_ANG	R_PELVIS_ANG	RHIP_ANG	RKNEE_ANG	L_PELVIS_ANG	LHIP_ANG	LKNEE_ANG	R_PELVIS_ANG	RHIP_ANG	RKNEE_ANG
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y
1	-2.92469	1.47919	4.23816	1.19534	-7.66464	0.57741	-2.46002	1.24852	0.70428	2.46579	0.47342	0.93199	-2.71734	4.99731	-8.17671	-2.75862	1.81045	-0.19011	-2.53431	4.82216	-7.30374	-2.86839	-1.25450	-0.38480	0.52991	4.99118	-6.81556	-4.37556	-1.85574	0.28816	-4.91892	2.59696	-8.30689	0.22928	-1.66282	2.58124	-3.02663	5.31028	-8.25707	-2.83433	-0.26812	1.04633	-3.21702	3.43456	-7.91972	-2.89981	0.33506	-0.41949	-3.19585	3.13438	-7.02127	-2.31145	0.57943	0.71811	-3.98038	2.98489	-7.20291	-1.53695	2.90032	0.47857	-3.26163	5.87171	-7.97793	-2.78432	5.75440	0.14273
2	-2.67541	1.47500	4.21189	1.23916	-7.52415	0.63005	-2.26280	1.24973	0.59916	2.57369	0.26237	0.83044	-2.48763	4.95397	-8.13756	-2.66166	1.57669	-0.45143	-2.31084	4.72025	-7.01761	-2.58834	-1.55871	-0.47706	0.77382	5.00655	-6.66119	-4.13706	-2.10100	0.47084	-4.67481	2.54767	-8.35439	0.45355	-1.66343	2.17886	-2.79801	5.33892	-8.20467	-2.76416	-0.47739	0.61243	-2.92552	3.31450	-7.48198	-2.70578	0.30342	-0.40321	-2.93818	3.05051	-6.92759	-2.12446	0.45211	0.44489	-3.72031	2.98766	-7.09113	-1.35544	2.95661	-0.02178	-2.99724	5.98694	-7.84127	-2.48190	5.90417	0.00781
3	-2.39827	1.48041	4.25377	1.25106	-7.18621	0.64796	-1.99960	1.25048	0.59840	2.64219	0.26892	0.73404	-2.23343	4.94222	-7.80707	-2.48033	1.39911	-0.38766	-2.06438	4.77557	-6.65879	-2.25183	-1.71552	-0.29504	1.06012	5.07307	-6.34179	-3.83189	-2.15515	0.75886	-4.41985	2.54549	-8.12377	0.73231	-1.52923	1.92164	-2.53177	5.39719	-7.91861	-2.61200	-0.58361	0.43174	-2.58819	3.36498	-6.96957	-2.45847	0.37901	-0.20681	-2.62904	3.09042	-6.66297	-1.87151	0.44832	0.40792	-3.46699	3.03720	-6.75759	-1.11600	3.03691	-0.24258	-2.71088	6.05782	-7.43572	-2.10673	6.10577	0.03216
4	-2.08828	1.49690	4.44128	1.23579	-6.75007	0.60642	-1.65733	1.25281	0.76104	2.67035	0.44925	0.62819	-1.94459	5.05411	-7.29429	-2.19368	1.36316	-0.05550	-1.79213	5.03840	-6.30902	-1.85537	-1.67274	0.09146	1.39324	5.27087	-5.95305	-3.45614	-1.96193	1.06091	-4.15469	2.64580	-7.66145	1.08530	-1.19477	1.78806	-2.21714	5.56327	-7.48762	-2.35713	-0.52591	0.49870	-2.20194	3.65539	-6.51954	-2.14690	0.61139	0.09682	-2.26472	3.34267	-6.33331	-1.53890	0.63027	0.56474	-3.21535	3.22478	-6.30698	-0.80404	3.18755	-0.17739	-2.39718	6.17622	-6.88535	-1.64914	6.41232	0.17539
5	-1.73931	1.52412	4.82580	1.20783	-6.30374	0.51141	-1.22707	1.25898	1.12845	2.66256	0.73668	0.50095	-1.61043	5.36223	-6.71175	-1.79007	1.53953	0.44134	-1.48962	5.51675	-6.01139	-1.39833	-1.41251	0.58408	1.77436	5.65394	-5.58116	-3.00669	-1.50424	1.31232	-3.87561	2.90140	-7.04175	1.53056	-0.60371	1.72657	-1.84347	5.89435	-6.98834	-1.98708	-0.25124	0.76187	-1.76409	4.20076	-6.20149	-1.76218	1.02642	0.44474	-1.84194	3.85483	-6.02335	-1.11752	1.04543	0.83976	-2.95492	3.61639	-5.84015	-0.40770	3.46128	0.12859	-2.04804	6.43159	-6.33431	-1.10462	6.85505	0.39087
6	-1.34481	1.55990	5.41556	1.17949	-5.88143	0.39570	-0.70522	1.27102	1.70805	2.62445	1.07314	0.36159	-1.22174	5.89324	-6.12109	-1.26880	1.95770	0.99140	-1.15007	6.17844	-5.75593	-0.88236	-0.95456	1.08864	2.20192	6.22854	-5.25276	-2.48056	-0.80848	1.51261	-3.57457	3.34256	-6.33804	2.08108	0.27081	1.68131	-1.40198	6.41186	-6.44831	-1.49792	0.26488	1.14878	-1.27290	4.96483	-5.99221	-1.29856	1.61932	0.80871	-1.36030	4.61961	-5.74812	-0.60405	1.70289	1.16392	-2.67099	4.22849	-5.40796	0.07982	3.89556	0.59978	-1.65263	6.87251	-5.86848	-0.47566	7.42433	0.66312
