	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_07_09_CR021_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0001_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0001_2_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0001_2_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0001_2_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0001_2_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0001_2_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0001_2_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0001_2_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0001_2_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_2_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_3_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_5_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_5_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_5_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_5_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_6_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_6_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_6_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0002_6_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0003_2_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0003_2_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0003_2_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0003_2_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_2_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_2_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_2_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_2_CINE_D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_3_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_3_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_3_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_3_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_4_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_4_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_4_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0004_4_CINE_E.c3d	2014_07_09_CR021_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0005_1_CINE_E&D.c3d	2014_07_09_CR021_BAREFOOT_GAIT0005_1_CINE_E&D.c3d
7	6.14309	2.41306	-4.89583	2.53741	6.94044	3.03280	-7.51197	2.07353	8.36645	3.15843	-13.15960	1.38920	6.28416	2.96898	-1.42614	1.92372	5.60377	-2.01597	6.64962	-5.83955	11.04261	-15.02564	3.39083	-0.10372	4.10856	-5.18157	5.02434	-9.18294	6.49038	-10.23652	6.57987	-1.44678	3.89609	-2.67094	5.20589	-5.82622	5.92688	-12.24580	7.54844	-2.03237	2.49835	-4.10265	4.64395	-9.12275	11.51863	-14.19934	8.90951	-2.67228	1.45175	-1.76807	7.71581	-10.54452	9.37573	-13.63443	7.02813	-3.11483	4.28413	-3.16716	1.92771	-8.57506	11.75486	-14.48732	9.90651	2.04446	3.14167	-6.49166	8.88213	-7.62622	9.94402	-12.51237	8.13712	-3.23253	8.85510	-10.03898	11.00658	-9.95576	-0.41275	-7.14487	8.82082	-3.99634	9.06439	-12.73082	7.56278	1.13521	9.30568	-12.62380	3.47176	-3.63251	6.53211	-7.85582	12.46698	-5.36583	6.47051	-3.85213	7.00486	-5.92003	8.33096	-4.46017	3.93657	-8.18841	15.36911	-13.89993	0.30662	-1.20605
8	6.20257	2.68173	-2.95041	2.22629	7.02809	2.43755	-9.30308	2.13673	7.99918	3.17628	-11.66335	1.42936	6.28997	2.54149	-2.63165	1.96584	5.30961	0.20312	5.89758	-7.25527	10.68718	-13.57559	3.34259	-1.29375	3.96172	-2.78582	5.31259	-11.17075	6.09576	-8.65071	6.65747	-2.44881	3.85329	-2.01239	6.24459	-7.71762	5.47744	-10.98387	7.44347	-3.29105	2.10009	-2.07667	4.90328	-10.86478	10.92949	-12.54428	8.93252	-3.89247	1.33282	-0.02963	8.86679	-12.74833	8.96325	-11.15018	6.66320	-5.04661	3.90862	-2.07406	2.69972	-10.29593	11.42148	-12.27112	9.48560	0.91379	2.94726	-3.72687	9.15297	-10.00784	9.75604	-11.22987	7.26707	-3.99730	9.24751	-8.06084	9.73399	-10.84796	-0.74655	-5.00088	9.20378	-6.08856	8.81163	-11.13908	7.60186	-0.17706	8.94089	-11.60390	3.96719	-4.76320	6.23335	-4.50109	10.52845	-6.79630	6.55062	-2.42457	7.01692	-7.35005	8.57123	-2.91525	4.77646	-10.49352	14.97487	-13.48495	1.53871	-2.32005
9	6.22467	2.91232	-1.18402	2.06305	7.43900	2.04567	-11.25385	2.15183	7.61153	3.21240	-9.96305	1.66600	6.40450	2.17817	-4.13208	2.01568	4.97534	2.03430	5.84465	-8.98995	10.30878	-12.00355	3.36384	-2.63633	3.81193	-0.63246	5.88805	-13.29150	5.67448	-6.92835	6.73572	-3.65525	3.78976	-1.54843	7.74438	-9.79413	5.03022	-9.37337	7.45638	-4.90920	1.69927	-0.43486	5.41427	-12.65099	10.35295	-10.57178	8.95592	-5.44656	1.15104	1.67073	9.90980	-14.87977	8.52494	-8.51672	6.47109	-7.23392	3.49607	-1.13175	3.91034	-12.20391	11.11817	-9.79635	8.90796	-0.42964	2.76003	-0.99110	9.39381	-12.45686	9.53046	-9.77854	6.69459	-5.09267	9.53704	-6.11875	8.78718	-11.92916	-1.11601	-2.81367	9.90504	-8.51333	8.54249	-9.43289	8.15792	-2.10962	8.55062	-10.38980	4.40314	-5.96133	5.92331	-1.32454	9.39010	-8.70413	6.65454	-1.24170	7.31255	-8.91541	8.85320	-1.67600	5.76784	-12.71708	14.61764	-12.83912	2.89845	-3.84633
10	6.22186	3.08622	0.26709	2.08240	7.99773	1.83610	-13.08506	2.09333	7.24060	3.26262	-8.21861	1.97332	6.53048	1.96779	-5.70899	2.06907	4.63329	3.35673	6.41957	-10.84255	9.93694	-10.44203	3.42160	-3.99076	3.68700	1.13750	6.55154	-15.24872	5.26525	-5.24412	6.76276	-4.86913	3.73871	-1.27383	9.30712	-11.69949	4.63991	-7.60650	7.43662	-6.58154	1.35241	0.64044	6.07093	-14.20364	9.85380	-8.52355	8.92364	-7.08760	0.93758	3.18863	10.63970	-16.63131	8.11612	-5.98487	6.30358	-9.34079	3.10703	-0.40937	5.30710	-14.06039	10.88596	-7.36500	8.28750	-1.83070	2.60693	1.44946	9.47367	-14.59788	9.31233	-8.27452	6.31227	-6.33524	9.71168	-4.30911	8.21546	-13.16770	-1.48839	-0.77843	10.67939	-10.87734	8.27979	-7.71390	9.03863	-4.39944	8.17773	-9.05692	4.63824	-7.07138	5.66748	1.29120	9.11576	-10.88527	6.79935	-0.32914	7.62666	-10.29899	9.18543	-0.75897	6.56583	-14.50747	14.32462	-11.97470	4.18001	-5.58336
11	6.20907	3.19512	1.29828	2.20070	8.53207	1.71770	-14.54533	1.97890	6.92113	3.32485	-6.63744	2.22730	6.55168	1.95602	-7.07396	2.10273	4.30902	4.10829	7.43462	-12.57568	9.60229	-9.04526	3.44646	-5.16448	3.61023	2.40214	7.12561	-16.76618	4.90318	-3.80229	6.69906	-5.86546	3.72440	-1.14344	10.57574	-13.14970	4.35612	-5.93341	7.21071	-7.93210	1.09747	1.07172	6.77400	-15.32148	9.48900	-6.67098	8.74930	-8.49969	0.72295	4.38054	10.98304	-17.79890	7.79044	-3.86463	6.00359	-10.96073	2.79668	0.02032	6.66323	-15.63368	10.75326	-5.28604	7.73031	-3.09749	2.50954	3.35386	9.34499	-16.15390	9.14596	-6.88101	5.95660	-7.45139	9.77677	-2.72804	7.96518	-14.45679	-1.82701	0.91987	11.27324	-12.78679	8.04812	-6.11387	9.96642	-6.66389	7.86564	-7.75577	4.56585	-7.89137	5.51757	3.09130	9.50675	-12.99164	6.99521	0.28390	7.79072	-11.27939	9.56328	-0.18108	6.94777	-15.62986	14.12290	-11.02112	5.18848	-7.21299
12	6.19970	3.24236	1.86812	2.31723	8.90852	1.66283	-15.47087	1.86639	6.67851	3.39882	-5.40656	2.36780	6.36887	2.08861	-7.97252	2.09048	4.01653	4.31281	8.64128	-13.97379	9.33026	-7.94837	3.35307	-5.96747	3.59449	3.10181	7.50097	-17.67520	4.61288	-2.77603	6.52951	-6.47057	3.75881	-1.07405	11.29247	-13.98629	4.21202	-4.57565	6.65296	-8.66642	0.94734	0.92374	7.40876	-15.90914	9.29763	-5.23791	8.35303	-9.41340	0.53154	5.15761	10.96005	-18.30656	7.58704	-2.40613	5.45254	-11.77071	2.60532	0.12602	7.80091	-16.75520	10.73146	-3.78524	7.28055	-4.04348	2.47873	4.56237	9.01906	-16.97543	9.06661	-5.74664	5.47099	-8.18926	9.75346	-1.49146	7.92157	-15.61845	-2.09848	2.14057	11.52238	-13.97474	7.87002	-4.76392	10.65505	-8.50987	7.65057	-6.66311	4.14497	-8.25396	5.50077	4.01652	10.20854	-14.67206	7.24166	0.58403	7.75749	-11.77523	9.96623	0.05745	6.86873	-16.02836	14.03245	-10.16262	5.79602	-8.44004
13	6.20188	3.24040	2.01227	2.37296	9.03826	1.68411	-15.80189	1.81112	6.52394	3.48499	-4.63463	2.39378	5.93558	2.26740	-8.26999	2.02586	3.75740	4.08187	9.78692	-14.88668	9.13520	-7.22689	3.08065	-6.28412	3.63917	3.26131	7.64106	-17.94257	4.40444	-2.26139	6.26664	-6.60514	3.84217	-0.97299	11.32720	-14.17797	4.21616	-3.66172	5.73926	-8.67200	0.89089	0.38366	7.83780	-15.96448	9.29344	-4.34187	7.69447	-9.68821	0.37799	5.51501	10.62349	-18.18142	7.52081	-1.70141	4.60765	-11.65295	2.55244	-0.04939	8.57710	-17.33972	10.81343	-2.95303	6.90983	-4.53042	2.51233	5.03952	8.51733	-17.02966	9.09422	-4.95693	4.76453	-8.41176	9.67246	-0.70890	7.95606	-16.45944	-2.27944	2.81861	11.37135	-14.34464	7.76248	-3.76264	10.88743	-9.64112	7.55445	-5.92326	3.43134	-8.11079	5.61469	4.18561	10.85477	-15.68791	7.52546	0.59888	7.55143	-11.81509	10.35936	-0.00593	6.41458	-15.79315	14.05936	-9.55712	5.97403	-9.10335
14	6.21636	3.20577	1.83482	2.34786	8.87739	1.75995	-15.57450	1.82305	6.45269	3.58299	-4.32936	2.34247	5.27322	2.41694	-7.98008	1.92217	3.52343	3.58614	10.66290	-15.25039	9.01680	-6.88046	2.62357	-6.11203	3.73070	2.98484	7.55934	-17.64605	4.27255	-2.25910	5.94555	-6.28850	3.96523	-0.77367	10.69287	-13.80285	4.35011	-3.21133	4.55836	-8.03096	0.90079	-0.30362	7.93508	-15.55551	9.46203	-3.97720	6.78644	-9.33275	0.26539	5.53742	10.02009	-17.52241	7.57857	-1.66446	3.51364	-10.72150	2.63549	-0.39088	8.87827	-17.38363	10.97569	-2.74181	6.54977	-4.50444	2.59585	4.87845	7.86330	-16.39438	9.23032	-4.51951	3.83808	-8.12876	9.56540	-0.43229	7.96165	-16.84422	-2.36079	2.98169	10.84173	-13.94831	7.73411	-3.14939	10.55964	-9.92130	7.58044	-5.60817	2.57038	-7.55466	5.82884	3.82512	11.16968	-15.95366	7.82011	0.41106	7.21478	-11.49311	10.69846	-0.28645	5.72903	-15.09952	14.19183	-9.28219	5.78674	-9.20588
15	6.23628	3.15394	1.48084	2.25406	8.42990	1.83527	-14.90097	1.86771	6.44574	3.69067	-4.40947	2.26323	4.45933	2.49521	-7.23838	1.79838	3.30118	3.01198	11.13913	-15.09017	8.96009	-6.84412	2.03676	-5.55391	3.84647	2.43254	7.29073	-16.92900	4.19879	-2.68325	5.61450	-5.61903	4.11160	-0.45439	9.53359	-13.01882	4.57251	-3.15776	3.28094	-6.96433	0.94444	-0.90762	7.63127	-14.79880	9.76329	-4.03935	5.69099	-8.47439	0.18577	5.36990	9.19157	-16.47576	7.72230	-2.07998	2.28162	-9.25697	2.83322	-0.74437	8.63611	-16.95156	11.18365	-2.99690	6.13585	-4.01290	2.70540	4.26749	7.10301	-15.24852	9.45832	-4.37691	2.76956	-7.46929	9.45706	-0.62967	7.87430	-16.73698	-2.34864	2.74220	10.00271	-12.94585	7.78295	-2.89510	9.68724	-9.38439	7.71199	-5.70270	1.74170	-6.77040	6.09251	3.19513	11.01047	-15.52316	8.08798	0.14681	6.78280	-10.93454	10.93721	-0.65997	4.96306	-14.15844	14.40048	-9.31865	5.35414	-8.87818
16	6.24908	3.09599	1.10070	2.13242	7.74833	1.86679	-13.94255	1.90195	6.47407	3.80367	-4.73680	2.19418	3.59967	2.48983	-6.24640	1.67602	3.07603	2.52348	11.18013	-14.50942	8.93888	-7.01413	1.41758	-4.77802	3.96058	1.78897	6.87347	-15.96101	4.15637	-3.38940	5.32371	-4.74210	4.26007	-0.03636	8.08276	-12.02503	4.82850	-3.38437	2.10091	-5.74386	0.99333	-1.26296	6.93809	-13.83898	10.13885	-4.36771	4.50668	-7.31121	0.12311	5.16281	8.19987	-15.21331	7.89802	-2.68119	1.05105	-7.60178	3.11178	-0.96455	7.85176	-16.15676	11.39845	-3.50456	5.63698	-3.19238	2.81166	3.44243	6.31161	-13.83985	9.74692	-4.43432	1.67851	-6.62247	9.36027	-1.19482	7.67467	-16.19588	-2.26233	2.26628	8.95966	-11.56785	7.89564	-2.91494	8.38635	-8.20383	7.91643	-6.11179	1.09132	-5.95891	6.34662	2.53288	10.37216	-14.55754	8.28596	-0.06227	6.28816	-10.26853	11.03466	-0.98747	4.24760	-13.17649	14.64266	-9.56562	4.80358	-8.30945
17	6.23948	3.03813	0.81875	2.04008	6.92619	1.84939	-12.87871	1.89962	6.50474	3.91562	-5.15612	2.14950	2.79888	2.41599	-5.21244	1.58719	2.83472	2.23747	10.84154	-13.66569	8.92130	-7.27453	0.87172	-3.96609	4.04953	1.22805	6.34508	-14.90978	4.11601	-4.21240	5.11277	-3.81175	4.38717	0.43336	6.60943	-11.02681	5.06204	-3.76012	1.17547	-4.60903	1.02832	-1.29114	5.94874	-12.83016	10.52295	-4.78833	3.35217	-6.06734	0.05786	5.02770	7.14237	-13.91116	8.04796	-3.22862	-0.04417	-6.06341	3.43164	-0.95548	6.61246	-15.14413	11.58383	-4.04699	5.06601	-2.23157	2.88436	2.64111	5.57377	-12.43185	10.05567	-4.59178	0.68889	-5.77582	9.27503	-1.97335	7.37329	-15.33985	-2.13012	1.73371	7.84305	-10.07425	8.04873	-3.09609	6.84286	-6.63952	8.15148	-6.68731	0.69140	-5.27879	6.53554	2.01443	9.37399	-13.28830	8.37317	-0.12322	5.77522	-9.60538	10.96133	-1.14759	3.67532	-12.31719	14.86965	-9.87507	4.23173	-7.68110
18	6.19277	2.98295	0.71395	2.02127	6.07978	1.81276	-11.87611	1.85575	6.50684	4.01889	-5.53121	2.12195	2.13782	2.30777	-4.30477	1.56761	2.56694	2.21147	10.24760	-12.73704	8.87594	-7.51823	0.47808	-3.26651	4.09632	0.88092	5.74563	-13.91885	4.05157	-5.00157	4.99920	-2.95501	4.47003	0.90161	5.36613	-10.20548	5.22761	-4.16991	0.59044	-3.71675	1.04068	-0.99717	4.81906	-11.91970	10.85412	-5.15101	2.34663	-4.95149	-0.02882	5.02132	6.14144	-12.72691	8.12228	-3.56520	-0.90088	-4.85066	3.75400	-0.68706	5.08902	-14.07879	11.71074	-4.44912	4.47258	-1.32168	2.89606	2.06212	4.95522	-11.24475	10.34152	-4.76830	-0.10555	-5.06623	9.19097	-2.79370	6.99282	-14.31229	-1.98382	1.30051	6.78461	-8.70490	8.21258	-3.32819	5.27567	-4.97809	8.37324	-7.26743	0.53194	-4.81471	6.61631	1.73634	8.22405	-11.97282	8.31742	-0.00385	5.30162	-9.01986	10.70306	-1.06515	3.29013	-11.67193	15.03469	-10.09318	3.69011	-7.12657
19	6.09761	2.93105	0.81325	2.07805	5.32245	1.79429	-11.05986	1.78171	6.45662	4.10565	-5.76884	2.09516	1.65981	2.19938	-3.62397	1.62360	2.26563	2.44485	9.55246	-11.88304	8.77715	-7.66283	0.26922	-2.76681	4.09252	0.81729	5.11825	-13.09069	3.94440	-5.64485	4.97644	-2.25239	4.48932	1.32307	4.53700	-9.68340	5.29801	-4.53473	0.35348	-3.12602	1.02988	-0.45209	3.73346	-11.22940	11.08460	-5.35781	1.58615	-4.11526	-0.15196	5.14794	5.31537	-11.77349	8.08756	-3.63054	-1.46307	-4.05277	4.04561	-0.19109	3.51124	-13.13044	11.75965	-4.60652	3.92295	-0.61031	2.82480	1.83089	4.48451	-10.40863	10.56575	-4.91210	-0.66696	-4.55193	9.09189	-3.49896	6.55577	-13.25051	-1.85351	1.06974	5.89075	-7.63309	8.35659	-3.52622	3.89505	-3.47571	8.54369	-7.71525	0.53515	-4.57014	6.56365	1.72072	7.15789	-10.84223	8.09915	0.27183	4.92236	-8.54050	10.26147	-0.72514	3.09040	-11.25293	15.10032	-10.09753	3.18970	-6.71832
20	5.94754	2.88236	1.09485	2.17329	4.73930	1.80761	-10.49160	1.69851	6.34060	4.16917	-5.82844	2.05516	1.36670	2.10822	-3.19476	1.71585	1.92591	2.88854	8.89861	-11.20948	8.60856	-7.66170	0.23261	-2.48810	4.03812	1.04276	4.50424	-12.47688	3.78554	-6.07971	5.02026	-1.73460	4.43115	1.66712	4.19429	-9.49079	5.26604	-4.81811	0.40337	-2.80553	0.99904	0.22424	2.86523	-10.82859	11.18581	-5.37550	1.11889	-3.62009	-0.32079	5.36973	4.74507	-11.09591	7.93004	-3.44405	-1.72863	-3.65053	4.28132	0.45389	2.11979	-12.44210	11.72137	-4.49380	3.47718	-0.17247	2.65554	1.98069	4.15376	-9.94398	10.70050	-5.00250	-1.01712	-4.21248	8.96079	-3.97193	6.07747	-12.26242	-1.76364	1.07600	5.22852	-6.94004	8.45457	-3.64127	2.86189	-2.31317	8.63624	-7.94602	0.58525	-4.48124	6.37012	1.93416	6.36980	-10.05145	7.71323	0.64187	4.67255	-8.14993	9.65148	-0.16888	3.04222	-11.00760	15.04308	-9.82176	2.71330	-6.46942
21	5.74132	2.83719	1.50029	2.26083	4.36984	1.84001	-10.16182	1.63099	6.15618	4.20471	-5.71906	1.99577	1.22541	2.03649	-2.97640	1.78893	1.54356	3.45767	8.39063	-10.75072	8.36464	-7.50869	0.32246	-2.39346	3.93948	1.50817	3.93739	-12.07786	3.57563	-6.29260	5.09713	-1.38930	4.28747	1.91858	4.28723	-9.55711	5.14099	-5.02079	0.63194	-2.65988	0.94968	0.89088	2.32954	-10.70820	11.14880	-5.22738	0.93239	-3.43168	-0.53799	5.62364	4.45259	-10.66533	7.65334	-3.07956	-1.74339	-3.54307	4.44450	1.14793	1.10099	-12.08988	11.59654	-4.15461	3.17291	-0.00551	2.38068	2.45654	3.93262	-9.77471	10.73285	-5.04646	-1.21696	-3.97474	8.78398	-4.15083	5.56578	-11.41232	-1.73104	1.28967	4.82216	-6.61504	8.48888	-3.65997	2.25815	-1.57199	8.63793	-7.93779	0.56819	-4.44868	6.04221	2.30821	5.96273	-9.64606	7.16918	1.02799	4.56175	-7.79926	8.89747	0.52501	3.09467	-10.84531	14.85433	-9.26271	2.23125	-6.34571
22	5.48215	2.79718	1.95417	2.31058	4.20397	1.87958	-10.00145	1.60326	5.90998	4.20988	-5.48607	1.91881	1.18271	1.98893	-2.88680	1.80712	1.11419	4.04988	8.08656	-10.47588	8.04982	-7.23168	0.47307	-2.40552	3.80639	2.12602	3.44191	-11.85264	3.32290	-6.31072	5.17339	-1.17411	4.05538	2.07557	4.67459	-9.74086	4.94213	-5.16600	0.91887	-2.57146	0.87831	1.43694	2.13663	-10.77964	10.98079	-4.97281	0.96256	-3.44511	-0.80097	5.84323	4.40207	-10.39761	7.27195	-2.63909	-1.58508	-3.58265	4.52595	1.79700	0.53385	-12.05627	11.39315	-3.67711	3.01708	-0.04340	1.99979	3.14126	3.78367	-9.76435	10.66483	-5.06823	-1.33643	-3.75095	8.55371	-4.03627	5.02951	-10.71925	-1.76466	1.63803	4.65215	-6.57339	8.45250	-3.59826	2.07764	-1.23328	8.54872	-7.72485	0.40951	-4.37715	5.59501	2.75773	5.93117	-9.55821	6.48889	1.35536	4.58022	-7.43115	8.02920	1.26522	3.19527	-10.66812	14.53779	-8.47192	1.71648	-6.28442
23	5.17630	2.76583	2.38436	2.31586	4.19345	1.93108	-9.90976	1.63060	5.61484	4.18458	-5.19299	1.83154	1.18446	1.98288	-2.83298	1.76609	0.63321	4.57077	7.99731	-10.31183	7.67580	-6.87889	0.61703	-2.43333	3.64897	2.79054	3.03392	-11.73546	3.04023	-6.18961	5.22518	-1.03374	3.73733	2.14745	5.18308	-9.88558	4.69160	-5.28184	1.16891	-2.44335	0.77572	1.81681	2.19242	-10.90869	10.69978	-4.68574	1.12009	-3.52595	-1.10426	5.97864	4.51918	-10.18689	6.80439	-2.22536	-1.33684	-3.61847	4.52235	2.33153	0.37958	-12.23661	11.12312	-3.16481	2.98760	-0.18258	1.51892	3.89266	3.67506	-9.76159	10.51032	-5.09562	-1.42775	-3.47425	8.26882	-3.68549	4.48850	-10.16793	-1.86631	2.03385	4.65819	-6.68486	8.34827	-3.49282	2.23990	-1.19768	8.37806	-7.37757	0.09556	-4.20692	5.04764	3.20072	6.17881	-9.63820	5.70241	1.56571	4.71063	-7.00084	7.07816	1.96914	3.30477	-10.39861	14.10603	-7.53764	1.15490	-6.21352
24	4.83156	2.74837	2.73482	2.28670	4.27612	2.00275	-9.78817	1.70884	5.28639	4.13062	-4.90311	1.74349	1.19225	2.03549	-2.73873	1.68383	0.09621	4.95589	8.09286	-10.17058	7.25765	-6.50374	0.70416	-2.39954	3.47533	3.39873	2.72344	-11.65463	2.74212	-5.99816	5.24623	-0.91769	3.34210	2.14959	5.66625	-9.87353	4.40892	-5.38853	1.33593	-2.22670	0.62934	2.03445	2.36281	-10.96496	10.32929	-4.43553	1.32174	-3.55324	-1.44119	6.00605	4.71875	-9.93903	6.26842	-1.91667	-1.05958	-3.54053	4.43425	2.71369	0.51592	-12.47888	10.79929	-2.71017	3.04696	-0.31591	0.94976	4.57729	3.59352	-9.64382	10.29024	-5.14900	-1.51016	-3.12049	7.93392	-3.19270	3.97677	-9.72579	-2.03200	2.40039	4.75382	-6.80862	8.18596	-3.38826	2.61808	-1.32029	8.13994	-6.97670	-0.33052	-3.92516	4.41999	3.57530	6.56392	-9.71164	4.84330	1.62260	4.93926	-6.48896	6.07433	2.57659	3.40608	-9.99755	13.57686	-6.56434	0.54966	-6.06778
