	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d
21	14.44827	5.91776	-10.37220	1.19671	-12.63911	1.42909	-7.97136	1.38972	-6.14768	6.67956	-8.84020	4.30719	41.11718	1.05976	-19.13594	1.30952	-4.53337	1.54415	6.80920	1.50558	1.96339	12.56624	6.65064	-11.68334	-10.47292	-10.05100	-12.25535	-14.96363	-12.21997	-6.42176	-8.62421	-8.98489	-18.32788	-12.90262	-15.46125	-1.46032	-5.42924	39.80957	40.07150	-19.92666	-19.77227	-6.53077	-6.33070	6.47548	6.72348	5.79724	21.16950	16.36004	-11.86703	-9.38365	-12.08007	-11.76125	-6.01388	-8.93380	0.82836	-2.72735	-13.28776	-14.90452	41.47157	40.37293	-17.94131	-18.75075	-5.61271	-4.36144	3.86033	5.48020	14.66231	16.89482	-8.78333	-11.90202	-12.48399	-13.53483	-7.10288	-10.23266	-3.73699	-7.04028	-3.64717	-11.91986	41.20185	41.07671	-16.88840	-17.91655	-4.39617	-5.41945	7.21839	8.91055	22.40670	16.91949	-9.07493	-9.31350	-13.39956	-11.14646	-9.20835	-6.29392	1.99787	-0.90757	-7.26919	-12.53623	-9.03137	39.54410	42.81760	42.27668	-18.25671	-19.96640	-20.27001	-1.05768	-4.84065	-3.45423	9.02409	6.56190	16.33912	12.99867	-9.98323	-11.57928	-14.82600	-10.35910	-8.42721	-7.44143	-4.28045	-5.06630	-11.14159	-6.61499	41.94943	41.69706	-19.39215	-21.41409	-4.46173	-3.40160	6.81041	8.03917
22	14.57109	5.81080	-10.50941	1.16946	-12.48597	1.46659	-7.83586	1.36129	-5.80639	6.70283	-8.63769	4.29680	41.19941	1.08810	-19.07455	1.33388	-4.42717	1.50863	5.99055	1.97744	2.36070	12.96663	6.92782	-11.48798	-10.57199	-9.93344	-12.53164	-15.20720	-12.14817	-6.58865	-8.79228	-8.98559	-18.13375	-12.61580	-15.09239	-1.33380	-5.24518	39.58422	39.94220	-19.82203	-19.53806	-6.22772	-6.09669	6.74436	5.71044	5.64912	21.31136	16.39661	-12.18015	-9.78889	-11.84448	-11.25993	-5.81495	-8.60536	1.17323	-2.18642	-13.21590	-14.79765	41.84997	40.52502	-17.97403	-18.63177	-5.62692	-4.37735	1.95704	3.91409	15.04834	16.75198	-8.89467	-12.05150	-12.27724	-13.20494	-6.99224	-9.92680	-3.07265	-6.62984	-3.72331	-11.96499	41.30187	41.02573	-16.85832	-17.70881	-4.16327	-5.19204	5.63969	8.49874	22.46279	16.83230	-9.35122	-9.31885	-13.32155	-10.90840	-9.04181	-6.07623	2.14419	-0.59174	-7.06570	-12.15477	-8.74783	39.90313	42.84340	42.27379	-18.31241	-19.86460	-20.22525	-1.03130	-4.90504	-3.30995	8.43601	6.09999	16.40391	12.81950	-10.37118	-11.65362	-14.35467	-10.28743	-8.12297	-7.24761	-3.89986	-4.96530	-10.69124	-6.07425	41.98070	41.96350	-19.31025	-21.57454	-4.60402	-3.16455	5.11481	8.13182
23	14.74273	5.70901	-10.71812	1.15132	-12.27133	1.51117	-7.68446	1.33789	-5.44271	6.73473	-8.42348	4.28740	41.24226	1.12278	-19.05487	1.35525	-4.27968	1.50049	4.91372	2.73679	2.81896	13.37007	7.24897	-11.38690	-10.78698	-9.90596	-12.73468	-15.32435	-11.99892	-6.79843	-8.98509	-8.98266	-17.93086	-12.35141	-14.68425	-1.22116	-5.04559	39.46122	39.67584	-19.71745	-19.32018	-5.93929	-5.85673	6.85156	4.22406	5.20333	21.54412	16.53400	-12.52574	-10.15715	-11.63752	-10.84648	-5.60814	-8.22474	1.55098	-1.61406	-13.12798	-14.64895	42.10835	40.69303	-18.04256	-18.58153	-5.56951	-4.35191	-0.39301	2.04065	15.46960	16.62725	-9.11975	-12.29607	-11.92052	-12.76304	-6.86943	-9.58579	-2.36095	-6.21535	-3.79757	-12.00649	41.37342	40.98175	-16.84314	-17.57550	-3.91002	-4.92506	3.79803	7.96969	22.51788	16.80254	-9.85073	-9.40836	-13.08098	-10.59782	-8.77790	-5.88919	2.28150	-0.26002	-6.81096	-11.80393	-8.44754	40.19395	42.75787	42.23575	-18.42882	-19.81217	-20.24207	-0.91722	-4.91154	-3.11067	7.81731	5.36415	16.54663	12.68997	-10.71936	-11.74230	-13.89314	-10.18724	-7.77744	-7.03025	-3.46893	-4.81646	-10.19534	-5.55277	41.99945	42.18429	-19.32423	-21.71590	-4.65952	-2.92506	2.93769	8.23746
24	14.96228	5.61756	-10.94580	1.14298	-12.04060	1.56287	-7.51632	1.32792	-5.05086	6.77993	-8.19922	4.28004	41.28325	1.16720	-19.08614	1.38109	-4.07342	1.49354	3.59516	3.62768	3.31406	13.76894	7.61349	-11.33227	-11.04115	-9.95152	-12.89510	-15.37574	-11.82462	-7.04366	-9.17097	-8.94199	-17.71997	-12.10658	-14.22898	-1.10842	-4.82121	39.48817	39.33673	-19.67132	-19.14980	-5.61591	-5.60283	6.69352	2.26169	4.49444	21.85940	16.77712	-12.82388	-10.47022	-11.50380	-10.52395	-5.39330	-7.82839	1.97256	-1.00814	-13.01668	-14.46284	42.24341	40.87554	-18.14884	-18.60915	-5.38888	-4.24868	-3.06241	-0.03084	15.92103	16.51623	-9.37338	-12.59278	-11.52302	-12.26752	-6.69284	-9.19902	-1.61262	-5.81074	-3.86440	-12.04130	41.42205	40.99911	-16.85010	-17.53739	-3.60969	-4.59923	1.80066	7.30525	22.57681	16.84461	-10.44358	-9.54773	-12.74873	-10.25885	-8.43017	-5.73238	2.43348	0.09570	-6.53987	-11.48112	-8.13649	40.39810	42.65931	42.22488	-18.53139	-19.82918	-20.32257	-0.76565	-4.84366	-2.85163	7.05485	4.34904	16.76987	12.62347	-11.00498	-11.82230	-13.46369	-10.06154	-7.43923	-6.80763	-2.95657	-4.61764	-9.65800	-5.06113	42.07335	42.39513	-19.43445	-21.86338	-4.62402	-2.65747	0.38364	8.29686
25	15.22982	5.53871	-11.14633	1.14366	-11.82452	1.62297	-7.34391	1.33211	-4.62541	6.84116	-7.96795	4.27478	41.34709	1.21927	-19.16248	1.41610	-3.80684	1.47230	2.08982	4.51570	3.83609	14.15917	8.01850	-11.27675	-11.27887	-10.03873	-13.04829	-15.40619	-11.67233	-7.31658	-9.32865	-8.84108	-17.50066	-11.87554	-13.71569	-0.98495	-4.56796	39.66075	39.01543	-19.71574	-19.05241	-5.23473	-5.32615	6.23448	-0.08686	3.58852	22.24687	17.12260	-13.01155	-10.73265	-11.44874	-10.25153	-5.19844	-7.47272	2.44526	-0.36924	-12.87463	-14.25051	42.27028	41.07444	-18.27232	-18.70161	-5.07447	-4.05657	-5.85252	-2.15928	16.39870	16.42114	-9.57681	-12.89877	-11.18918	-11.77522	-6.43350	-8.76654	-0.83647	-5.42346	-3.92239	-12.06591	41.45163	41.10357	-16.88147	-17.59073	-3.24449	-4.20770	-0.22514	6.52196	22.64680	16.96684	-11.00266	-9.70330	-12.39673	-9.93532	-8.02913	-5.59869	2.62464	0.48504	-6.28503	-11.18134	-7.82090	40.50126	42.62486	42.27870	-18.55542	-19.91570	-20.45409	-0.62166	-4.70198	-2.54571	6.00851	3.07562	17.07944	12.63189	-11.21842	-11.87114	-13.02652	-9.91968	-7.19871	-6.59898	-2.34572	-4.36764	-9.08474	-4.60906	42.22257	42.61455	-19.61306	-22.03472	-4.51792	-2.34381	-2.34240	8.22513
26	15.54540	5.47117	-11.29170	1.15244	-11.62958	1.69061	-7.19054	1.34984	-4.16141	6.91114	-7.73183	4.26993	41.43181	1.27047	-19.26130	1.46081	-3.49676	1.43954	0.43271	5.24593	4.38914	14.54073	8.46126	-11.19811	-11.47541	-10.14102	-13.20281	-15.42462	-11.55373	-7.59089	-9.46191	-8.69048	-17.23729	-11.65034	-13.13366	-0.84872	-4.28363	39.92413	38.79454	-19.83008	-19.04090	-4.81658	-5.02516	5.04236	-2.64108	2.54929	22.69373	17.55830	-13.05952	-10.95694	-11.44346	-9.98080	-5.06821	-7.20368	2.96874	0.29387	-12.69634	-14.02682	42.19501	41.28091	-18.36558	-18.83372	-4.66096	-3.78884	-8.53619	-4.21133	16.89948	16.34881	-9.67866	-13.19874	-10.97306	-11.30611	-6.10010	-8.31607	-0.03943	-5.05252	-3.97143	-12.07147	41.46218	41.28648	-16.92627	-17.71907	-2.81747	-3.76028	-2.15439	5.64917	22.73690	17.17025	-11.44435	-9.85248	-12.06479	-9.65138	-7.62486	-5.48453	2.87499	0.91475	-6.07265	-10.89414	-7.50229	40.49210	42.67239	42.39053	-18.46648	-20.04080	-20.60640	-0.50296	-4.50678	-2.22072	4.54908	1.57301	17.47702	12.72375	-11.32628	-11.87718	-12.55339	-9.77122	-7.13179	-6.42345	-1.64879	-4.06581	-8.47865	-4.20396	42.41039	42.84126	-19.81845	-22.22651	-4.37905	-1.98558	-4.99964	7.93957
27	15.90604	5.41076	-11.37409	1.17599	-11.44839	1.76339	-7.10367	1.40096	-3.68477	7.02945	-7.49180	4.26369	41.51136	1.31042	-19.35075	1.51374	-3.17099	1.41223	-1.34333	5.70576	4.98190	14.91656	8.94025	-11.09945	-11.63431	-10.24179	-13.34503	-15.41310	-11.44616	-8.11024	-9.58885	-8.53120	-17.16505	-11.42121	-12.47622	-0.70648	-3.96562	40.19249	38.72174	-19.95594	-19.11317	-4.40513	-4.70831	2.68660	-5.16210	1.42502	23.18259	18.06239	-12.98302	-11.14276	-11.44453	-9.69516	-5.03750	-7.03073	3.53219	0.96184	-12.48215	-13.80794	42.01841	41.46406	-18.37319	-18.96941	-4.21317	-3.47330	-10.91744	-6.09582	17.41902	16.30466	-9.66042	-13.50058	-10.86659	-10.84258	-5.74070	-7.89511	0.77191	-4.69046	-4.00776	-12.04682	41.45102	41.51042	-16.96298	-17.89587	-2.35395	-3.28149	-3.88336	4.70057	22.85522	17.44795	-11.74364	-9.98393	-11.75875	-9.41154	-7.26940	-5.39004	3.19600	1.38439	-5.92187	-10.60357	-7.17526	40.36567	42.76208	42.51508	-18.26881	-20.15624	-20.74125	-0.39216	-4.29069	-1.90905	2.61079	-0.12884	17.95317	12.90277	-11.27668	-11.84840	-12.08922	-9.61963	-7.25230	-6.29425	-0.91331	-3.71254	-7.84216	-3.85022	42.56712	43.05684	-20.00642	-22.41498	-4.25208	-1.60151	-7.39356	7.38156
28	16.30258	5.35255	-11.39928	1.22607	-11.27749	1.83696	-7.07788	1.49151	-3.18894	7.15084	-7.24941	4.25574	41.55141	1.33396	-19.40469	1.57117	-2.85488	1.41025	-2.94053	6.06041	5.61285	15.29085	9.45427	-11.00061	-11.77194	-10.32718	-13.46414	-15.35514	-11.32000	-8.68969	-9.71891	-8.41138	-17.09293	-11.17658	-11.74470	-0.57165	-3.61155	40.38073	38.79509	-20.03316	-19.25099	-4.03381	-4.39240	1.85683	-7.41462	0.24718	23.68944	18.60358	-12.82500	-11.26457	-11.42345	-9.42566	-5.10956	-6.92391	4.11368	1.60963	-12.23686	-13.60988	41.75954	41.57998	-18.27154	-19.07181	-3.79683	-3.13760	-12.88132	-7.78027	17.94890	16.28629	-9.53563	-13.80330	-10.81720	-10.36142	-5.42482	-7.54625	1.58805	-4.32692	-4.02245	-11.98703	41.41683	41.72666	-16.97473	-18.08806	-1.89097	-2.80236	-5.34909	3.65716	23.00609	17.78483	-11.92163	-10.09244	-11.47235	-9.20995	-6.99646	-5.31662	3.58892	1.88331	-5.84754	-10.29281	-6.83214	40.12515	42.82782	42.59328	-17.99704	-20.22521	-20.82967	-0.24543	-4.08279	-1.63265	0.22466	-1.99717	18.48501	13.16626	-11.03755	-11.81221	-11.74292	-9.46016	-7.50797	-6.21111	-0.21076	-3.31005	-7.18245	-3.54912	42.62806	43.23233	-20.14153	-22.56789	-4.17306	-1.21576	-9.42935	6.52019
29	16.71916	5.29094	-11.37689	1.30574	-11.12607	1.90768	-7.06492	1.55259	-2.64690	7.17457	-7.00982	4.24697	41.52579	1.34514	-19.41501	1.62608	-2.55989	1.44615	-4.51270	6.16237	6.27024	15.66722	10.00056	-10.92317	-11.89687	-10.37915	-13.56915	-15.25730	-11.16255	-8.85925	-9.84080	-8.36519	-16.56371	-10.90298	-10.95293	-0.46262	-3.22239	40.42973	38.96465	-20.02623	-19.42297	-3.70973	-4.09696	0.59095	-9.23928	-0.97242	24.18358	19.14415	-12.62748	-11.27901	-11.38246	-9.23221	-5.25495	-6.83931	4.68343	2.21640	-11.96716	-13.44762	41.45877	41.59958	-18.09197	-19.12563	-3.45044	-2.79422	-14.41263	-9.28385	18.47488	16.28090	-9.34480	-14.07769	-10.76088	-9.86766	-5.21334	-7.28258	2.39477	-3.95257	-4.01032	-11.89704	41.36607	41.89699	-16.95951	-18.26917	-1.46262	-2.34870	-6.54456	2.47387	23.18850	18.15763	-12.00713	-10.17344	-11.20727	-9.04157	-6.81959	-5.26572	4.04355	2.38967	-5.86398	-9.95101	-6.47065	39.78032	42.81297	42.57895	-17.69743	-20.23865	-20.86470	-0.01018	-3.89604	-1.39321	-2.49464	-3.99059	19.03922	13.50392	-10.63331	-11.80368	-11.62068	-9.28499	-7.81653	-6.15684	0.39104	-2.86261	-6.51418	-3.30111	42.55869	43.33702	-20.20866	-22.66019	-4.15321	-0.84346	-11.11303	5.34650
30	17.13513	5.21920	-11.31323	1.40098	-11.01060	1.97838	-7.09865	1.62312	-2.12816	7.20661	-6.78379	4.23849	41.42212	1.35586	-19.39124	1.67077	-2.27972	1.52161	-6.02388	6.08250	6.94045	16.04541	10.57307	-10.88042	-12.00204	-10.37423	-13.68319	-15.14517	-10.98540	-9.15138	-9.93535	-8.40777	-16.17503	-10.58608	-10.13193	-0.40163	-2.80543	40.31343	39.15469	-19.92971	-19.59625	-3.41683	-3.83422	-0.68584	-10.60034	-2.24094	24.62981	19.64532	-12.41549	-11.14704	-11.34393	-9.16811	-5.43136	-6.75031	5.21013	2.77120	-11.68141	-13.33400	41.13374	41.52794	-17.89394	-19.14804	-3.17235	-2.43283	-15.58207	-10.65073	18.97720	16.26688	-9.13818	-14.27596	-10.65629	-9.39884	-5.13205	-7.08420	3.17400	-3.56262	-3.97862	-11.78986	41.30992	42.00497	-16.92357	-18.42896	-1.09098	-1.93133	-7.51717	1.10340	23.39486	18.53676	-12.00319	-10.22235	-10.97529	-8.90810	-6.74429	-5.23610	4.53711	2.87424	-5.98506	-9.57750	-6.09867	39.34632	42.69235	42.45430	-17.41172	-20.21324	-20.86173	0.35872	-3.72571	-1.17493	-5.39444	-6.05336	19.57900	13.89766	-10.13829	-11.84831	-11.76172	-9.09051	-8.10790	-6.10441	0.85604	-2.37678	-5.86024	-3.10931	42.36027	43.34529	-20.21382	-22.68263	-4.17368	-0.48278	-12.51276	3.87161
31	17.52713	5.13163	-11.20771	1.48974	-10.94411	2.05632	-7.15123	1.67985	-1.63511	7.21636	-6.58708	4.23141	41.24151	1.38061	-19.35029	1.70149	-1.99616	1.63073	-7.49453	5.87701	7.60681	16.41970	11.16110	-10.88094	-12.07304	-10.28772	-13.82413	-15.04292	-10.82308	-9.39457	-9.99908	-8.53730	-15.79600	-10.21472	-9.33052	-0.41276	-2.37467	40.03784	39.29237	-19.76033	-19.74785	-3.12667	-3.60205	-2.00305	-11.58509	-3.57263	24.99267	20.07240	-12.19497	-10.84921	-11.32740	-9.24930	-5.60938	-6.66140	5.66726	3.26986	-11.39136	-13.27718	40.76687	41.39918	-17.72521	-19.17232	-2.93081	-2.02838	-16.50982	-11.91830	19.43234	16.21874	-8.95010	-14.34421	-10.50462	-9.00523	-5.16633	-6.92341	3.90578	-3.16100	-3.94522	-11.68410	41.25476	42.05238	-16.87082	-18.56948	-0.78319	-1.54396	-8.34799	-0.47931	23.61145	18.89018	-11.89077	-10.23452	-10.79417	-8.81594	-6.76926	-5.22098	5.03666	3.30828	-6.22159	-9.18285	-5.73535	38.84641	42.47618	42.23024	-17.16761	-20.17875	-20.84509	0.88536	-3.55739	-0.95679	-8.32589	-8.11378	20.07057	14.32244	-9.62987	-11.94950	-12.12030	-8.87811	-8.34653	-6.03525	1.19045	-1.86222	-5.25180	-2.98097	42.05953	43.24086	-20.17457	-22.64120	-4.19565	-0.11819	-13.71232	2.12837
32	17.87168	5.02648	-11.05169	1.55686	-10.93036	2.14115	-7.21595	1.72249	-1.18064	7.20034	-6.43832	4.22670	40.99842	1.42666	-19.30445	1.71998	-1.69172	1.76430	-8.93747	5.60771	8.24452	16.78040	11.74888	-10.92455	-12.09403	-10.10125	-13.99550	-14.95751	-10.72541	-9.55295	-10.05290	-8.73443	-15.41496	-9.78637	-8.60664	-0.51787	-1.94977	39.63603	39.32574	-19.54090	-19.86544	-2.81178	-3.38708	-3.32714	-12.35889	-4.97047	25.24098	20.39864	-11.95703	-10.38360	-11.33290	-9.45081	-5.78482	-6.60024	6.03699	3.70637	-11.11367	-13.27788	40.35028	41.26170	-17.60433	-19.22281	-2.68863	-1.56428	-17.32063	-13.09571	19.81695	16.11360	-8.78546	-14.22582	-10.34623	-8.73109	-5.27623	-6.79334	4.56949	-2.76504	-3.93242	-11.60187	41.19828	42.04985	-16.79887	-18.69419	-0.53284	-1.17160	-9.12191	-2.25839	23.82176	19.18742	-11.65705	-10.20311	-10.68421	-8.76920	-6.87556	-5.21100	5.50574	3.67073	-6.57862	-8.78883	-5.40810	38.31806	42.19950	41.93595	-16.97430	-20.15992	-20.83196	1.55937	-3.37861	-0.72486	-11.16317	-10.08882	20.48668	14.74862	-9.15327	-12.08346	-12.58754	-8.65357	-8.54086	-5.95310	1.42925	-1.33260	-4.72590	-2.92654	41.68808	43.01917	-20.10740	-22.54878	-4.17777	0.26911	-14.77728	0.17022
33	18.14816	4.90639	-10.83110	1.60115	-10.96376	2.21867	-7.29478	1.75505	-0.77654	7.15321	-6.35676	4.22517	40.71696	1.48785	-19.25299	1.73315	-1.36273	1.90869	-10.35099	5.31784	8.82419	17.11489	12.31561	-10.98793	-12.04134	-9.80793	-14.18590	-14.88512	-10.74132	-9.60605	-10.12962	-8.96441	-15.00013	-9.31116	-8.01215	-0.73240	-1.55493	39.16089	39.23264	-19.28901	-19.94497	-2.45867	-3.17472	-4.65477	-13.09679	-6.41211	25.35095	20.60741	-11.68607	-9.76480	-11.34199	-9.72439	-5.97094	-6.60025	6.31128	4.06513	-10.87069	-13.33195	39.90794	41.16849	-17.52128	-19.29790	-2.42153	-1.06039	-18.10567	-14.15834	20.11230	15.93680	-8.62682	-13.87764	-10.23311	-8.60500	-5.41855	-6.70819	5.14546	-2.40631	-3.96332	-11.56637	41.12981	42.00997	-16.69619	-18.79970	-0.32788	-0.80469	-9.90113	-4.16691	24.01004	19.40371	-11.31334	-10.12082	-10.65837	-8.76073	-7.02752	-5.20181	5.91190	3.95095	-7.05311	-8.42667	-5.14654	37.81451	41.90475	41.60430	-16.81649	-20.16146	-20.82262	2.32207	-3.18792	-0.47740	-13.80330	-11.89363	20.80808	15.14577	-8.71467	-12.20080	-13.03336	-8.43205	-8.73676	-5.87853	1.60887	-0.80578	-4.32040	-2.95801	41.26411	42.68925	-20.01728	-22.41600	-4.09026	0.69138	-15.73764	-1.93063
34	18.34107	4.77660	-10.53272	1.63084	-11.03183	2.27028	-7.39533	1.78545	-0.43623	7.07253	-6.36040	4.22735	40.42311	1.54958	-19.17973	1.75008	-1.02502	2.04145	-11.70756	5.02992	9.31932	17.41002	12.83634	-11.02041	-11.88401	-9.41424	-14.36993	-14.82630	-10.89626	-9.58096	-10.25903	-9.18920	-14.52962	-8.81365	-7.58058	-1.06328	-1.21735	38.67151	39.02338	-19.01230	-19.98775	-2.07679	-2.95826	-5.97422	-13.91853	-7.84600	25.30826	20.69314	-11.36787	-9.03055	-11.33372	-10.01753	-6.17936	-6.68437	6.49100	4.31968	-10.68903	-13.43690	39.48473	41.15845	-17.45768	-19.35605	-2.12299	-0.58429	-18.90234	-15.05706	20.30646	15.68482	-8.44741	-13.29253	-10.19661	-8.63747	-5.56359	-6.68322	5.61734	-2.12504	-4.06045	-11.59943	41.03117	41.94234	-16.54131	-18.87003	-0.15763	-0.44648	-10.70944	-6.09203	24.16181	19.52400	-10.89209	-9.98333	-10.71075	-8.76754	-7.18896	-5.19888	6.23248	4.14726	-7.63371	-8.13192	-4.97802	37.39296	41.62501	41.26213	-16.64840	-20.16376	-20.79965	3.06547	-2.99780	-0.22397	-16.16015	-13.45475	21.02064	15.48702	-8.29057	-12.23692	-13.35547	-8.23856	-8.98670	-5.83435	1.74533	-0.30270	-4.06692	-3.08734	40.78996	42.27264	-19.89821	-22.24189	-3.91784	1.14534	-16.58594	-4.08267
