	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0001_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_2.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0002_4.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_1.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d	2014_03_20_PC005_BAREFOOT_GAIT0003_3.c3d
7	17.29559	6.28554	-15.57098	2.76820	-9.47761	0.82541	-3.51714	1.39833	-7.29663	6.08134	-11.90273	4.59193	38.70616	1.06765	-21.52699	0.70394	-2.45965	1.03098	2.92800	4.05498	5.11150	13.08513	9.03172	-10.39987	-15.42741	-13.81325	-11.20154	-10.25428	-10.05364	-2.20636	-4.79855	-4.48578	-16.79536	-14.53515	-16.26284	-5.33746	-8.90682	38.60881	38.50129	-20.79180	-22.06435	-4.24864	-4.02296	0.50509	0.37384	-3.08597	24.71757	20.45402	-17.32497	-15.89315	-9.55068	-8.53399	-3.44547	-6.16857	-0.61257	-5.39859	-16.57215	-14.94684	39.97689	38.17129	-21.50178	-21.56551	-3.45030	-1.95093	4.02306	1.86644	14.39365	24.04520	-12.35562	-21.12432	-8.67316	-9.36271	-2.84164	-4.34867	-4.14814	-8.67716	-5.05503	-13.80691	39.65213	39.29571	-20.24491	-21.57717	-2.27342	-2.09587	6.73919	3.63754	22.43534	20.81615	-16.01575	-16.27227	-9.06434	-9.14163	-1.20330	-2.82076	0.30552	-2.82938	-7.48560	-18.13818	-12.97795	38.43470	38.73402	40.03054	-22.04538	-21.70843	-22.22117	-0.86888	-2.10833	-2.46973	11.74796	-0.84566	18.95390	17.20732	-16.86898	-15.78520	-9.88777	-8.52999	-3.89606	-2.47341	-6.99116	-4.31804	-16.09309	-11.61001	38.10984	36.25259	-22.45847	-20.61790	-1.71571	-1.85138	5.28346	1.96306
8	16.76868	6.28576	-15.17908	2.66055	-9.89336	0.69673	-4.21734	1.36777	-7.45828	6.04350	-11.95644	4.55844	39.64950	1.18646	-21.20893	0.74193	-3.13502	1.11819	4.05019	4.19314	4.57992	12.62826	8.39515	-10.33015	-15.27628	-13.46307	-11.22731	-10.33914	-10.49962	-2.67318	-5.07629	-4.84595	-16.98021	-14.56046	-16.33180	-5.43940	-8.83295	39.33783	39.60984	-20.50723	-22.11067	-5.43099	-4.57492	0.99757	1.29686	-2.40435	24.15717	19.58776	-16.73260	-15.52346	-9.96363	-9.00787	-4.23657	-6.99162	-0.79450	-5.61965	-16.45214	-14.90475	41.12254	38.92489	-21.71925	-21.38259	-3.59436	-2.12996	5.18139	3.56624	13.83850	23.36362	-12.29898	-20.78825	-9.39422	-10.03083	-3.35177	-5.15438	-4.56585	-8.84898	-5.17668	-13.72791	40.06094	40.35235	-19.72322	-21.02675	-3.15471	-2.82960	7.92084	5.20271	22.20769	20.30294	-15.45542	-15.31106	-9.42576	-9.64183	-2.18794	-3.64897	0.05585	-2.85407	-7.70762	-18.26224	-12.84283	39.40388	40.30130	40.85702	-21.41838	-21.41189	-21.51211	-1.46552	-2.84350	-3.40654	12.88867	0.46689	18.35631	17.03815	-16.56964	-15.22098	-10.37280	-8.92391	-4.94952	-3.27456	-7.17581	-4.36561	-16.30945	-11.86481	39.46421	36.70973	-22.10580	-20.38034	-2.24480	-2.81026	6.66572	2.76951
9	16.20907	6.29327	-14.55467	2.49177	-9.98353	0.59565	-5.30314	1.37598	-7.62520	6.04786	-12.01784	4.54380	40.58587	1.40355	-20.43290	0.73785	-4.12864	1.20881	5.14065	4.28132	4.03568	12.11087	7.69381	-10.14935	-15.12336	-12.95299	-10.93110	-10.15335	-10.55280	-3.52058	-5.68333	-5.71433	-17.26653	-14.65614	-16.45718	-5.51260	-8.83422	39.89630	40.62351	-19.97059	-21.62800	-6.74909	-5.48498	1.56242	2.32393	-1.61874	23.59694	18.78403	-16.05440	-14.68155	-10.03879	-9.23390	-5.31762	-8.14034	-0.94293	-5.76666	-16.39143	-14.97004	42.29468	39.73874	-20.99656	-20.53333	-4.29315	-2.85479	6.13383	5.17725	13.28735	22.56851	-12.05763	-19.99494	-9.66033	-10.28942	-4.28831	-6.49807	-4.99806	-8.99446	-5.26737	-13.64600	40.43996	41.13530	-18.85955	-19.99030	-4.26271	-3.95980	9.00863	6.68968	21.98152	19.72507	-14.79150	-14.09772	-9.35308	-9.78605	-3.65689	-4.86265	-0.16186	-2.86837	-7.89834	-18.37837	-12.72517	40.54486	42.00288	41.58999	-20.47016	-20.69481	-20.57850	-2.34107	-3.91434	-4.46146	13.89115	1.77641	17.74889	16.76713	-15.74667	-14.45121	-10.64720	-9.17279	-6.33349	-4.31899	-7.31183	-4.45318	-16.49145	-12.08129	41.05942	37.11895	-21.11028	-19.92983	-3.24639	-3.84723	8.01030	3.59232
10	15.76693	6.16252	-14.15812	1.92288	-9.96432	0.55756	-6.43353	1.41242	-7.76635	6.08832	-12.01289	4.54242	41.39539	1.67858	-19.57015	0.70456	-5.14459	1.25429	6.11296	4.28363	4.30846	11.61070	7.01535	-13.30478	-15.02027	-12.39472	-10.56077	-9.93577	-10.43434	-4.39654	-6.32263	-6.75272	-17.60638	-14.77315	-16.60507	-5.47086	-8.83431	40.27059	41.46505	-19.55744	-20.88329	-7.82493	-6.54352	2.16227	3.37811	-0.77167	23.10997	18.13693	-15.39887	-13.59404	-10.01966	-9.47223	-6.35607	-9.22046	-1.04566	-5.83666	-16.33268	-15.09797	43.38953	40.58290	-19.70691	-19.37786	-5.36456	-3.91978	6.83544	6.57096	12.83631	21.74245	-11.74813	-18.91416	-9.56795	-10.31920	-5.44536	-8.05093	-5.39637	-9.09184	-5.26906	-13.52532	40.77823	41.65677	-18.01649	-18.89727	-5.27777	-5.17271	9.91140	7.98545	21.81231	19.15999	-14.19611	-12.88169	-9.19387	-9.79292	-5.12791	-6.09092	-0.29240	-2.86451	-7.98460	-18.38981	-12.55853	41.55252	43.51469	42.11630	-19.60497	-19.90906	-19.80334	-3.10943	-5.00757	-5.32570	14.62225	2.99095	17.27603	16.42779	-14.63152	-13.65499	-10.96381	-9.34700	-7.61819	-5.38712	-7.36334	-4.55445	-16.51588	-12.16277	42.55629	37.46643	-19.95308	-19.56199	-4.35471	-4.68983	9.15589	4.40153
11	15.35484	6.18308	-13.48320	1.80769	-10.06347	0.61526	-7.30564	1.47704	-7.86146	6.15619	-11.88674	4.54344	41.93260	1.89528	-18.93735	0.78699	-5.90806	1.31386	6.91000	4.18171	3.88326	11.19541	6.43742	-12.99201	-14.96347	-11.88853	-10.34633	-9.91910	-10.38596	-5.01246	-6.74328	-7.62822	-17.95717	-14.87169	-16.74504	-5.26306	-8.75875	40.43034	42.02723	-19.45850	-20.18397	-8.45371	-7.48698	2.75907	4.38646	0.09760	22.73298	17.68832	-14.81928	-12.47164	-10.12071	-9.90588	-7.09854	-9.96746	-1.09834	-5.83392	-16.20656	-15.23117	44.20946	41.36062	-18.37262	-18.34210	-6.46142	-5.00060	7.28910	7.67210	12.55233	20.95348	-11.46337	-17.70528	-9.35357	-10.41097	-6.52918	-9.41654	-5.72591	-9.13085	-5.15049	-13.34045	41.01274	41.92421	-17.43389	-18.09686	-5.96837	-6.17593	10.57776	9.02066	21.72544	18.66954	-13.75145	-11.85513	-9.31279	-9.90649	-6.16569	-6.99349	-0.30327	-2.83561	-7.93076	-18.22061	-12.30132	42.12987	44.51514	42.33912	-19.10077	-19.37195	-19.42441	-3.45438	-5.81851	-5.79693	14.99938	4.04321	17.01175	16.05335	-13.43457	-12.97044	-11.49949	-9.53680	-8.52933	-6.27786	-7.32270	-4.65153	-16.29900	-12.05193	43.58405	37.72584	-19.08541	-19.44042	-5.18822	-5.18363	9.99763	5.16703
12	15.05847	6.20452	-12.94064	1.72341	-10.37936	0.75317	-7.80191	1.56185	-7.90126	6.24000	-11.62410	4.53666	42.09714	1.95833	-18.67260	0.97794	-6.28016	1.45708	7.50899	3.97895	3.52025	10.90778	6.01101	-13.14384	-14.88472	-11.49612	-10.37229	-10.19137	-10.52999	-5.27582	-6.89053	-8.18039	-18.28107	-14.92324	-16.85337	-4.88784	-8.55946	40.38227	42.22059	-19.63189	-19.74761	-8.65608	-8.11913	3.32118	5.29355	0.95617	22.46173	17.42388	-14.32163	-11.46137	-10.42564	-10.54987	-7.46202	-10.33180	-1.10007	-5.76566	-15.96149	-15.32138	44.54577	41.92653	-17.41278	-17.72017	-7.26775	-5.80778	7.53200	8.45566	12.45724	20.24220	-11.23665	-16.48572	-9.24752	-10.76491	-7.31957	-10.34399	-5.96822	-9.11454	-4.91851	-13.08944	41.08088	41.94277	-17.16392	-17.73636	-6.26521	-6.80737	10.99621	9.77167	21.71836	18.28736	-13.43518	-11.10826	-9.82896	-10.23536	-6.65219	-7.42903	-0.19306	-2.77815	-7.75776	-17.84231	-11.94997	42.11029	44.81448	42.23656	-19.00746	-19.22559	-19.46722	-3.26859	-6.18389	-5.83765	15.00949	4.89869	16.94271	15.67066	-12.30986	-12.46371	-12.24351	-9.78357	-9.04302	-6.89262	-7.19803	-4.73841	-15.83286	-11.74403	43.90950	37.89896	-18.72482	-19.56075	-5.53725	-5.33104	10.50381	5.86041
13	14.85367	6.23813	-12.48058	1.66761	-10.86323	0.90999	-7.98932	1.63803	-7.88450	6.32796	-11.25179	4.51691	41.89815	1.83776	-18.72882	1.13958	-6.27935	1.66085	7.91701	3.69619	3.10582	10.76030	5.75226	-13.20198	-14.68244	-11.23642	-10.58286	-10.70041	-10.84747	-5.27797	-6.88316	-8.43437	-18.55095	-14.91090	-16.91421	-4.38863	-8.22837	40.20869	42.02889	-19.90184	-19.63938	-8.59585	-8.37191	3.82924	6.06690	1.77739	22.26103	17.28851	-13.88454	-10.62129	-10.87948	-11.28689	-7.51872	-10.41875	-1.05083	-5.63730	-15.58914	-15.34624	44.30313	42.15506	-17.00299	-17.58366	-7.62016	-6.18901	7.61803	8.93462	12.52791	19.62092	-11.04913	-15.33787	-9.38063	-11.40140	-7.74156	-10.80135	-6.11574	-9.05190	-4.61210	-12.79587	40.98135	41.74684	-17.11820	-17.76509	-6.24220	-7.05577	11.18840	10.25020	21.77097	18.01569	-13.15454	-10.63933	-10.58766	-10.71657	-6.79394	-7.46816	0.01218	-2.69148	-7.53173	-17.28064	-11.53542	41.52692	44.43766	41.89598	-19.17793	-19.40935	-19.78629	-2.66628	-6.12164	-5.54896	14.70038	5.55440	16.98957	15.29733	-11.34678	-12.13204	-13.04782	-10.06437	-9.29820	-7.24630	-7.00060	-4.81781	-15.18456	-11.27694	43.55246	38.04261	-18.81825	-19.81400	-5.42018	-5.24088	10.70921	6.45835
14	14.71335	6.26599	-12.08607	1.61401	-11.38737	1.03906	-8.02457	1.67016	-7.81332	6.41018	-10.82350	4.48494	41.46609	1.57146	-18.95629	1.20705	-6.02790	1.85196	8.16043	3.36237	2.68567	10.74085	5.64561	-13.30018	-14.27765	-11.09096	-10.84517	-11.31755	-11.22886	-5.20453	-6.90124	-8.52119	-18.75096	-14.82668	-16.91758	-3.83271	-7.79557	40.04303	41.53972	-20.10519	-19.78389	-8.44601	-8.29862	4.27673	6.69303	2.54082	22.08527	17.21173	-13.47705	-9.93681	-11.35551	-11.97306	-7.41083	-10.36734	-0.95038	-5.45096	-15.12749	-15.31208	43.57138	42.01464	-17.06917	-17.81838	-7.53376	-6.15376	7.60154	9.14593	12.71305	19.08290	-10.85638	-14.32064	-9.75756	-12.18310	-7.85496	-10.92450	-6.16440	-8.94881	-4.28520	-12.49914	40.79039	41.42614	-17.16487	-18.01952	-6.03828	-7.01435	11.19747	10.48943	21.85723	17.83204	-12.80081	-10.38530	-11.32967	-11.18673	-6.91564	-7.30061	0.27353	-2.57493	-7.33157	-16.59875	-11.10551	40.59796	43.62278	41.49451	-19.39133	-19.74856	-20.18018	-1.89205	-5.77885	-5.09508	14.15373	6.03222	17.05027	14.94219	-10.57095	-11.93001	-13.76510	-10.31881	-9.44445	-7.42498	-6.74111	-4.89419	-14.46196	-10.70856	42.77723	38.24923	-19.15602	-20.08201	-5.01272	-5.04338	10.68726	6.94655
15	14.60635	6.27983	-11.71532	1.55143	-11.83589	1.13719	-8.04412	1.64326	-7.69042	6.48030	-10.39745	4.44603	40.99628	1.25245	-19.20085	1.20279	-5.67377	1.97884	8.27188	3.00477	2.27530	10.82516	5.65580	-13.33840	-13.66203	-11.01418	-11.03855	-11.91767	-11.55559	-5.21986	-7.07085	-8.57913	-18.87308	-14.66946	-16.85945	-3.28636	-7.31503	39.98980	40.92455	-20.17583	-20.03220	-8.29643	-8.02141	4.66531	7.16940	3.23418	21.89992	17.13300	-13.06925	-9.37561	-11.74936	-12.51550	-7.25327	-10.26050	-0.79919	-5.20705	-14.64276	-15.24357	42.59282	41.59688	-17.38842	-18.22861	-7.14938	-5.82635	7.52251	9.13729	12.95658	18.61423	-10.61165	-13.47614	-10.29331	-12.91224	-7.79019	-10.90119	-6.11066	-8.80547	-3.98876	-12.23904	40.61813	41.10641	-17.20085	-18.31973	-5.77867	-6.81006	11.07086	10.53201	21.95501	17.70148	-12.29624	-10.25250	-11.88045	-11.49904	-7.23517	-7.11154	0.55658	-2.42620	-7.21728	-15.87120	-10.70318	39.63212	42.72704	41.21877	-19.47818	-20.07218	-20.49347	-1.19619	-5.34279	-4.62895	13.45631	6.36730	17.04565	14.60775	-9.97094	-11.80162	-14.34187	-10.49122	-9.53885	-7.52482	-6.43214	-4.96849	-13.76973	-10.09502	41.95863	38.59392	-19.51871	-20.30123	-4.53442	-4.82681	10.51337	7.32214
16	14.51456	6.27279	-11.34914	1.48430	-12.16236	1.22218	-8.10105	1.57500	-7.51921	6.53628	-10.01703	4.40726	40.65918	1.00259	-19.36559	1.18084	-5.33115	2.02240	8.28001	2.64293	1.91362	10.98906	5.74304	-13.27156	-12.90643	-10.95057	-11.13324	-12.45036	-11.77108	-5.38347	-7.39871	-8.68080	-18.91667	-14.44567	-16.74175	-2.79743	-6.84486	40.06226	40.37289	-20.14293	-20.24250	-8.14188	-7.66945	5.00111	7.49927	3.85607	21.69474	17.01878	-12.64354	-8.93561	-12.03076	-12.87729	-7.08765	-10.11481	-0.60048	-4.90704	-14.20199	-15.16836	41.65516	41.07414	-17.72661	-18.63443	-6.64991	-5.37275	7.39294	8.95749	13.21671	18.20281	-10.28592	-12.83023	-10.87993	-13.44143	-7.66926	-10.86327	-5.95230	-8.61920	-3.75848	-12.04257	40.54696	40.89468	-17.18293	-18.53429	-5.53183	-6.54875	10.84157	10.42120	22.05016	17.58932	-11.62597	-10.14647	-12.23059	-11.60828	-7.76440	-6.99268	0.84095	-2.24285	-7.20850	-15.16171	-10.35193	38.89939	42.07574	41.17654	-19.37871	-20.28090	-20.65821	-0.74084	-4.96618	-4.24525	12.68094	6.59557	16.94855	14.29338	-9.53888	-11.70541	-14.80074	-10.56228	-9.55189	-7.60463	-6.08935	-5.03690	-13.17483	-9.47667	41.40200	39.09126	-19.76798	-20.47195	-4.15695	-4.61881	10.24162	7.59230
17	14.43527	6.24227	-10.99513	1.41657	-12.38675	1.29900	-8.17147	1.50290	-7.30469	6.57953	-9.70087	4.37427	40.53470	0.90680	-19.42342	1.17745	-5.05707	1.98435	8.20328	2.28716	1.64230	11.21546	5.87490	-13.07100	-12.12360	-10.85170	-11.19843	-12.95181	-11.89879	-5.64653	-7.78749	-8.81615	-18.88888	-14.16920	-16.57032	-2.38914	-6.42975	40.18826	40.02063	-20.07778	-20.33646	-7.93247	-7.33258	5.29604	7.68983	4.41480	21.48439	16.86596	-12.21966	-8.65188	-12.22122	-13.04313	-6.90340	-9.92418	-0.36130	-4.55476	-13.85092	-15.10505	40.98127	40.61612	-17.93927	-18.92023	-6.18811	-4.93841	7.18654	8.64279	13.47491	17.84262	-9.88574	-12.38074	-11.43514	-13.73290	-7.55562	-10.84385	-5.69029	-8.38782	-3.61020	-11.91859	40.59726	40.83477	-17.12175	-18.60678	-5.30782	-6.29089	10.51380	10.19803	22.13613	17.47104	-10.84850	-10.00179	-12.48622	-11.57211	-8.36071	-6.92991	1.11731	-2.02485	-7.27854	-14.50937	-10.05291	38.53667	41.83203	41.35862	-19.12830	-20.35367	-20.68100	-0.56914	-4.72922	-3.97133	11.88050	6.74656	16.78270	13.99757	-9.28700	-11.62485	-15.16074	-10.55371	-9.44513	-7.67323	-5.72853	-5.09298	-12.69107	-8.87400	41.22382	39.69228	-19.86306	-20.62935	-3.96085	-4.40694	9.89650	7.77068
18	14.37730	6.18878	-10.68409	1.34986	-12.54790	1.35530	-8.20565	1.45508	-7.05358	6.61276	-9.44445	4.34936	40.60250	0.93219	-19.39491	1.19904	-4.86025	1.88218	8.04479	1.94304	1.49718	11.49431	6.03246	-12.75102	-11.42124	-10.69139	-11.33371	-13.48087	-11.99874	-5.91558	-8.11954	-8.93161	-18.80231	-13.85861	-16.35193	-2.06359	-6.09113	40.26622	39.90488	-20.03379	-20.30574	-7.63586	-7.04390	5.57077	7.74450	4.91814	21.29898	16.69367	-11.86622	-8.56666	-12.33733	-12.99533	-6.68730	-9.69813	-0.09148	-4.15548	-13.60496	-15.05822	40.67538	40.32499	-18.00253	-19.04309	-5.85054	-4.61309	6.83503	8.19590	13.73418	17.53313	-9.45956	-12.09450	-11.91165	-13.83887	-7.45350	-10.80444	-5.32924	-8.11111	-3.54172	-11.86060	40.73544	40.89744	-17.04789	-18.54324	-5.08862	-6.05526	10.05516	9.90439	22.21253	17.33693	-10.08069	-9.80395	-12.75195	-11.48331	-8.85596	-6.85674	1.37908	-1.77591	-7.36981	-13.92746	-9.79112	38.53202	41.96044	41.66584	-18.80978	-20.31885	-20.60667	-0.62591	-4.64059	-3.78921	11.09173	6.83772	16.59805	13.71885	-9.22661	-11.56320	-15.38802	-10.50711	-9.23110	-7.70823	-5.36220	-5.13018	-12.28902	-8.29135	41.34998	40.31490	-19.82582	-20.80654	-3.94678	-4.17297	9.46313	7.87623
19	14.35386	6.11424	-10.45707	1.28773	-12.65818	1.38508	-8.17601	1.43105	-6.77324	6.63863	-9.22946	4.33159	40.77936	0.98833	-19.31693	1.23660	-4.72390	1.74903	7.78728	1.62944	1.50254	11.81842	6.21064	-12.36500	-10.88325	-10.47653	-11.58540	-14.04031	-12.10464	-6.12767	-8.34247	-8.98838	-18.67147	-13.53339	-16.09211	-1.81031	-5.82626	40.22382	39.95936	-20.01567	-20.18032	-7.26800	-6.79437	5.85179	7.64478	5.35401	21.17060	16.53187	-11.66769	-8.69288	-12.36279	-12.72896	-6.45149	-9.45810	0.19948	-3.71471	-13.45107	-15.01981	40.72944	40.21909	-17.97736	-19.01896	-5.66136	-4.42592	6.23581	7.57204	14.00944	17.27509	-9.08588	-11.92982	-12.27500	-13.82984	-7.34420	-10.69462	-4.87670	-7.79092	-3.53845	-11.85320	40.90712	41.00473	-16.98187	-18.37896	-4.86118	-5.83785	9.40024	9.58187	22.28212	17.19077	-9.46157	-9.58726	-13.04412	-11.39583	-9.15652	-6.72166	1.61776	-1.50247	-7.42145	-13.41224	-9.54516	38.77868	42.29035	41.97219	-18.51516	-20.21962	-20.48679	-0.79982	-4.66386	-3.66452	10.34188	6.86499	16.44396	13.45697	-9.34695	-11.53090	-15.41722	-10.45587	-8.96639	-7.68462	-4.99862	-5.14246	-11.92186	-7.72420	41.60660	40.88163	-19.70077	-21.01076	-4.07002	-3.91604	8.87794	7.93474
20	14.37585	6.02184	-10.34890	1.23553	-12.69695	1.40316	-8.09000	1.41333	-6.47002	6.65974	-9.03400	4.31837	40.97191	1.03051	-19.22270	1.27675	-4.62353	1.62602	7.39249	1.42506	1.66450	12.17942	6.41396	-11.98680	-10.56350	-10.24574	-11.91877	-14.56270	-12.19534	-6.28236	-8.48810	-8.99379	-18.50972	-13.21064	-15.79450	-1.61436	-5.61474	40.05295	40.05581	-19.99097	-19.99411	-6.88210	-6.56170	6.15767	7.33466	5.67374	21.12328	16.41174	-11.67309	-8.99173	-12.27288	-12.28610	-6.22257	-9.20984	0.50594	-3.23742	-13.35728	-14.97425	41.04735	40.25565	-17.94328	-18.89978	-5.59991	-4.35806	5.27473	6.69155	14.31604	17.06533	-8.84469	-11.86421	-12.48086	-13.73494	-7.22273	-10.49745	-4.34226	-7.43140	-3.58017	-11.87842	41.06916	41.07685	-16.92904	-18.15562	-4.62807	-5.62933	8.47224	9.25518	22.34677	17.04559	-9.10690	-9.40833	-13.29125	-11.29883	-9.25956	-6.52226	1.82492	-1.21142	-7.39214	-12.95251	-9.29588	39.14911	42.62209	42.18541	-18.31906	-20.09287	-20.36413	-0.97168	-4.74704	-3.56319	9.65090	6.79393	16.35312	13.21464	-9.61701	-11.53587	-15.21480	-10.40999	-8.69840	-7.59295	-4.64030	-5.12341	-11.54805	-7.16623	41.83170	41.34488	-19.53859	-21.22232	-4.26486	-3.65292	8.03428	7.97852
