	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_1.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0003_2.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC013_BAREFOOT_GAIT0004_5.c3d
	L_PELVIS_ANG	L_PELVIS_ANG	LHIP_ANG	LHIP_ANG	LKNEE_ANG	LKNEE_ANG	LVFT_ANG	LVFT_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG	RVFT_ANG	RVFT_ANG	L_PELVIS_ANG	L_PELVIS_ANG	L_PELVIS_ANG	LHIP_ANG	LHIP_ANG	LHIP_ANG	LKNEE_ANG	LKNEE_ANG	LKNEE_ANG	LVFT_ANG	LVFT_ANG	LVFT_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG	RVFT_ANG	RVFT_ANG	L_PELVIS_ANG	LHIP_ANG	LKNEE_ANG	LVFT_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG	RVFT_ANG	RVFT_ANG	L_PELVIS_ANG	LHIP_ANG	LKNEE_ANG	LVFT_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG	RVFT_ANG	RVFT_ANG	L_PELVIS_ANG	L_PELVIS_ANG	LHIP_ANG	LHIP_ANG	LKNEE_ANG	LKNEE_ANG	LVFT_ANG	LVFT_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG	RVFT_ANG	RVFT_ANG	L_PELVIS_ANG	L_PELVIS_ANG	L_PELVIS_ANG	LHIP_ANG	LHIP_ANG	LHIP_ANG	LKNEE_ANG	LKNEE_ANG	LKNEE_ANG	LVFT_ANG	LVFT_ANG	LVFT_ANG	R_PELVIS_ANG	R_PELVIS_ANG	RHIP_ANG	RHIP_ANG	RKNEE_ANG	RKNEE_ANG	RVFT_ANG	RVFT_ANG
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
1	9.98661	1.21599	49.55143	1.24014	57.50000	1.52904	-0.06027	2.13629	7.89946	0.79151	42.84021	1.70055	52.89006	1.20304	4.42350	2.41197	9.18760	11.08496	9.16526	49.29807	50.86390	49.84713	58.77758	59.24672	57.33295	-0.14304	-1.49551	-0.22622	8.97783	8.45042	40.61751	45.26530	51.70118	53.39292	7.74759	3.25773	11.06368	50.32296	57.47182	-0.92048	7.19321	7.85641	45.31527	44.05209	55.15265	53.56592	1.90272	3.98572	9.56808	50.42642	56.75130	-1.63478	9.02174	7.29227	41.74637	41.54796	53.39715	51.21011	8.76300	2.55918	9.00938	9.78783	49.96260	50.03028	58.62153	56.19944	0.37148	-2.02187	8.33837	7.18746	43.91813	42.88375	53.46408	51.97360	2.30025	4.07747	12.65120	9.03644	9.31166	49.14427	49.21870	46.39997	59.64777	55.40683	55.54409	5.36794	-1.00748	1.10727	7.93597	6.74091	41.26702	41.78873	53.31612	51.72689	6.57477	3.06661
2	9.96467	1.25421	49.10268	1.23921	56.90328	1.57071	0.57899	1.98139	8.01513	0.94424	42.29738	1.51690	52.77643	1.09161	5.33848	2.39149	9.15312	10.99605	9.13321	49.05457	50.13256	49.60618	58.15088	58.45166	56.49243	0.78903	-0.64581	0.35605	9.41423	8.64511	40.40866	44.58752	52.06032	52.98402	8.33602	4.23221	10.92803	49.69988	56.72996	-0.31281	7.23725	7.87915	44.28785	43.39827	54.05419	53.22604	2.80857	4.82361	9.52156	49.87485	56.13420	-0.85831	9.40623	7.31669	41.78285	41.31928	54.33113	51.28540	9.62283	3.47281	8.96628	9.69555	49.63903	49.60244	57.69144	55.48085	0.74853	-1.49147	8.27746	7.14068	43.28125	42.32373	53.08184	51.67530	3.29737	4.79654	12.85699	9.13135	9.26460	48.86686	48.73798	45.81250	59.75336	55.07554	55.07247	5.50078	-0.19434	1.89828	8.15038	6.68411	40.76152	40.82291	53.59823	51.46782	7.92534	4.06947
3	10.01233	1.26766	48.63017	1.23077	56.61202	1.54664	1.32859	1.69808	8.20187	1.07653	41.77187	1.29896	52.90302	1.15944	6.46809	2.22130	9.20625	10.99363	9.17202	48.76455	49.40537	49.31927	57.83444	58.04852	56.15014	1.75289	0.44437	1.03317	9.83374	8.92023	40.39057	43.77707	52.63039	52.77348	9.02553	5.46602	10.84635	49.02655	56.23056	0.45571	7.36066	7.99782	43.11921	42.73189	53.09097	53.10107	4.06954	5.98604	9.55985	49.30798	55.87835	0.12214	9.82116	7.41876	41.97005	41.05923	55.43161	51.69392	10.41433	4.75192	9.00704	9.70408	49.30766	49.17653	57.17369	55.11122	1.35987	-0.66116	8.28642	7.19195	42.56410	41.81607	52.87620	51.75898	4.65014	5.79832	13.03300	9.31165	9.28945	48.42013	48.25744	45.31622	59.67347	55.01939	55.00050	5.44978	0.79438	2.53477	8.46010	6.72783	40.30548	39.98502	54.01132	51.66226	9.17699	5.34211
4	10.13472	1.25462	48.18385	1.21047	56.62020	1.43562	2.05067	1.36361	8.45285	1.17359	41.28808	1.12901	53.25027	1.37994	7.67275	2.01118	9.36055	11.08790	9.29329	48.47659	48.72372	49.04718	57.81742	57.99557	56.29134	2.58658	1.51672	1.68190	10.21087	9.26913	40.50563	42.93272	53.36322	52.81516	9.89240	6.72813	10.83198	48.36416	55.99132	1.22195	7.57226	8.21138	41.95305	42.06858	52.39944	53.17709	5.46338	7.28972	9.68739	48.79918	55.98149	1.11749	10.23313	7.60023	42.24347	40.75211	56.63245	52.32545	11.25442	6.15011	9.13075	9.81327	49.01147	48.78870	57.12109	55.07994	2.08694	0.33690	8.37241	7.34442	41.77859	41.38046	52.83548	52.18758	6.16912	6.94299	13.18141	9.56531	9.39535	47.82313	47.83820	44.96621	59.43252	55.22261	55.26864	5.31954	1.72741	2.91127	8.84843	6.86629	39.93013	39.33604	54.51824	52.24860	10.22188	6.61538
5	10.32977	1.21561	47.81157	1.19173	56.87724	1.26723	2.64139	1.06729	8.75670	1.23048	40.88070	1.06879	53.77297	1.63721	8.79554	1.85616	9.62066	11.28009	9.50263	48.24165	48.12989	48.83577	58.04251	58.20327	56.79251	3.18893	2.36161	2.20945	10.53365	9.67436	40.66804	42.20277	54.14353	53.15690	10.83855	7.82672	10.89136	47.77985	56.00168	1.82956	7.87121	8.51259	40.97312	41.43647	52.08609	53.42051	6.72326	8.51980	9.89895	48.42185	56.39661	1.96202	10.62056	7.85554	42.51564	40.40665	57.81942	53.04217	12.14794	7.42498	9.33118	10.01388	48.77695	48.47587	57.49433	55.33416	2.79163	1.33139	8.53923	7.59377	40.97105	41.02506	52.93675	52.86467	7.61965	8.06141	13.30347	9.87536	9.58015	47.12175	47.54605	44.78608	59.08030	55.65014	55.77689	5.21131	2.45291	3.07509	9.28747	7.07864	39.67311	38.93512	55.11740	53.14226	11.09419	7.69891
6	10.58519	1.15428	47.54416	1.20009	57.30770	1.10008	3.08812	0.87113	9.09617	1.25232	40.58937	1.08157	54.42720	1.81791	9.75739	1.77873	9.97589	11.55654	9.79360	48.09422	47.66238	48.69056	58.42489	58.58260	57.45759	3.56281	2.93851	2.60692	10.80406	10.10445	40.78628	41.73632	54.81842	53.85571	11.69015	8.76147	11.02094	47.33425	56.23165	2.21081	8.23933	8.88444	40.35344	40.88652	52.22190	53.81678	7.71228	9.54643	10.17763	48.22255	57.04900	2.59935	10.97772	8.16925	42.69489	40.06985	58.83920	53.75564	13.00021	8.47040	9.59456	10.28635	48.61195	48.26788	58.17194	55.79815	3.38120	2.19071	8.78337	7.92577	40.22630	40.75447	53.16994	53.68145	8.82845	9.04384	13.39908	10.21675	9.83053	46.37216	47.43011	44.75555	58.67623	56.27576	56.40911	5.19154	2.98537	3.21395	9.74266	7.33062	39.55814	38.82748	55.82528	54.28763	11.91416	8.60650
