	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2016_06_07_PC029_BAREFOOT_GAIT0003_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0003_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0003_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0003_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0003_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0003_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0003_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0003_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0003_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0003_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0005_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0006_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0006_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0006_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0006_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0006_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0006_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0006_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0006_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0006_3.c3d	2016_06_07_PC029_BAREFOOT_GAIT0006_3.c3d	2016_06_07_PC029_BAREFOOT_GAIT0006_3.c3d	2016_06_07_PC029_BAREFOOT_GAIT0006_3.c3d	2016_06_07_PC029_BAREFOOT_GAIT0006_3.c3d	2016_06_07_PC029_BAREFOOT_GAIT0006_3.c3d	2016_06_07_PC029_BAREFOOT_GAIT0006_3.c3d	2016_06_07_PC029_BAREFOOT_GAIT0006_3.c3d	2016_06_07_PC029_BAREFOOT_GAIT0006_3.c3d	2016_06_07_PC029_BAREFOOT_GAIT0006_3.c3d	2016_06_07_PC029_BAREFOOT_GAIT0007_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0007_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0007_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0007_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0007_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0007_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0007_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0007_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0007_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0007_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_1.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_2.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_3.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_3.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_3.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_3.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_3.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_3.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_3.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_3.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_3.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_3.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_4.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_4.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_4.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_4.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_4.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_4.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_5.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_5.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_5.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_5.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_5.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_5.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_5.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_5.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_5.c3d	2016_06_07_PC029_BAREFOOT_GAIT0008_5.c3d
7	5.34271	2.78810	19.55478	2.03489	-1.04274	3.55657	3.21256	1.82186	5.99460	4.53358	20.19668	4.24216	-4.11584	2.91307	1.15580	1.44389	3.38967	2.79403	-6.34584	2.89741	6.47128	17.61964	1.81849	0.49303	5.90228	15.13520	-6.28155	3.47048	2.77254	-10.35537	4.09389	17.82459	-3.28085	2.82254	0.91391	22.18621	-2.04335	1.48958	-0.68578	-6.29918	4.21153	1.31609	17.96456	20.58809	-3.88747	7.15819	4.10055	1.20660	2.35313	5.80163	17.90551	-0.46852	-0.52053	8.10293	-0.63491	-4.43366	23.97812	-9.73599	2.70471	1.74142	23.59787	-5.15617	0.07431	3.09913	6.96487	23.12351	-3.28338	4.91133	10.87874	16.94547	-4.85803	1.38591	1.81722	-9.18099	4.85563	18.27506	-1.37648	3.33614	4.82716	15.83246	-4.36793	1.58260	5.40592	-5.34713	7.14803	17.83331	-4.17728	4.19954	5.21558	-5.29094	24.53490	-4.23587	1.88510	0.15818	2.00341	18.93686	0.66229	0.79610	-0.38844	26.01328	-4.44283	-1.29531	5.42617	-6.87652	5.33141	21.48375	-0.37456	4.65812	11.28384	-5.28170	11.03094	21.89841	-3.68634	5.60169	13.15815	15.83777	0.43182	0.78110	6.05902	-9.75803
8	5.44115	2.78625	19.31529	1.97481	-0.93838	3.58303	2.96309	1.83201	6.09662	4.57711	19.95977	4.27225	-4.41416	2.62598	1.94105	1.43167	3.52401	2.69460	-6.16594	3.05735	6.35345	17.72457	1.54302	0.74690	6.30536	14.97055	-6.48437	4.32534	3.03742	-9.66339	3.91794	18.46198	-3.34308	2.19943	0.89380	21.71239	-2.19637	1.86039	-0.12125	-5.59169	4.47116	1.50396	17.67426	19.96361	-3.96686	7.17139	4.07624	1.16922	2.39523	6.05729	17.78122	-1.55815	1.03745	8.25975	0.35739	-5.76355	23.68233	-9.17688	3.07238	1.78499	23.76762	-5.40809	0.30641	3.32901	6.90913	22.83443	-3.13183	4.78452	10.96959	16.89026	-4.49238	1.42021	1.81777	-9.24942	5.05535	17.47484	-0.75793	2.99492	4.92184	15.36486	-5.14296	3.63132	5.07386	-5.04838	7.05144	17.62708	-3.96880	3.99598	5.21417	-4.69503	24.21424	-4.73256	2.62785	0.42360	2.01048	18.49693	1.38240	0.04242	-0.42988	25.79018	-5.01159	0.01782	5.15135	-7.33706	5.92009	21.03395	-0.38350	4.30463	11.37361	-4.90228	11.21852	21.86128	-3.92866	5.31662	13.26520	15.42407	0.06176	1.11130	6.48363	-9.76598
9	5.37003	2.80308	19.38048	1.90954	-0.50450	3.44807	2.17445	1.73962	6.11548	4.62458	19.55321	4.28016	-4.52312	2.24843	3.38599	1.51926	2.69061	2.45982	-5.96500	3.38650	5.98576	18.30364	1.39568	0.60246	6.61319	14.59155	-6.25107	5.51098	2.50116	-8.80529	3.60979	19.32223	-3.05639	1.12300	0.85773	20.97796	-2.44252	2.90380	-0.25611	-4.84663	4.59378	1.51327	17.65849	19.65352	-3.77542	7.11720	3.62506	0.98674	2.43298	6.20704	17.56924	-2.38497	3.34068	7.17993	1.46872	-7.19815	23.22779	-8.21677	3.78611	0.94923	23.65899	-5.39211	1.32438	2.53482	6.76080	22.65455	-2.32412	3.96423	11.02171	16.73592	-3.99557	2.04490	1.09416	-9.34592	5.08407	17.13045	0.09571	1.74830	4.60161	14.74845	-5.62713	6.07526	3.81548	-4.83878	6.74654	17.74236	-3.39949	3.24418	5.15655	-3.96729	23.69683	-5.10831	4.09653	-0.27925	1.85204	18.44332	2.19028	-1.03559	-0.48184	25.40667	-5.37083	2.17905	3.69577	-7.87394	6.30149	20.84800	0.11344	3.30122	11.39777	-4.46542	11.25273	22.04820	-3.40185	4.18487	13.34807	14.91875	-0.44190	2.59825	5.67091	-9.77734
10	5.15162	2.83915	19.80284	1.84610	0.17783	3.21011	0.95122	1.59288	6.12536	4.65465	18.99916	4.26674	-4.37903	1.81870	5.30225	1.70689	1.00902	2.14143	-5.76851	3.88114	5.41766	19.31764	1.36916	0.01530	6.76413	14.02470	-5.59229	6.93733	1.22000	-7.81832	3.19129	20.38425	-2.53792	-0.26037	0.83176	20.02351	-2.76648	4.53106	-1.04479	-4.12633	4.58973	1.35869	17.98666	19.70734	-3.25177	7.11546	2.64418	0.54008	2.48532	6.29604	17.28310	-2.79892	6.16664	4.96939	2.68664	-8.68310	22.63956	-6.89917	4.82926	-0.69729	23.29659	-5.04330	2.96927	0.75604	6.54374	22.68744	-0.97385	2.48360	11.05294	16.49809	-3.39352	3.10332	-0.23601	-9.49123	4.96056	17.34871	1.03266	0.25296	4.46866	14.00940	-5.63856	8.58624	1.81116	-4.77666	6.27534	18.21965	-2.58226	2.02448	5.07481	-3.14872	23.00513	-5.28502	6.08244	-1.82937	1.55347	18.79789	2.96610	-2.33189	-0.52730	24.87115	-5.44315	4.88977	1.30121	-8.46260	6.47430	21.06867	0.92278	1.77347	11.38808	-4.01579	11.15142	22.51009	-2.28211	2.37034	13.41917	14.34033	-0.92985	4.92719	3.83983	-9.84902
11	4.81359	2.89101	20.56184	1.77726	0.93335	2.94200	-0.48169	1.40676	6.16371	4.66130	18.33396	4.23738	-3.99151	1.41411	7.37616	1.96277	-1.17355	1.81997	-5.62321	4.48158	4.70894	20.64196	1.38364	-0.80097	6.83940	13.31649	-4.61745	8.43590	-0.53696	-6.75554	2.68673	21.57794	-1.96683	-1.70695	0.82831	18.91276	-3.13205	6.46685	-2.23662	-3.51222	4.47299	1.06334	18.68559	20.13253	-2.48034	7.18989	1.21350	-0.16337	2.56574	6.36484	16.94268	-2.73558	9.15127	1.99826	3.88396	-10.15641	21.95335	-5.36336	6.08299	-2.87241	22.72928	-4.40906	4.91997	-1.66382	6.27615	22.98610	0.65677	0.58103	11.07740	16.19964	-2.74579	4.33745	-1.89515	-9.72664	4.71047	18.12343	1.82374	-1.12180	4.66297	13.18167	-5.12900	10.80098	-0.53820	-4.90680	5.68230	19.01888	-1.70515	0.56773	4.99564	-2.30519	22.17980	-5.23708	8.22977	-3.87560	1.14749	19.51131	3.52686	-3.62063	-0.55489	24.20854	-5.24810	7.71102	-1.53600	-9.07479	6.45202	21.73124	1.76914	0.01311	11.37129	-3.61008	10.93548	23.20941	-0.86418	0.22150	13.48637	13.71537	-1.29764	7.62544	1.42097	-10.06842
12	4.38667	2.95176	21.56973	1.68764	1.57320	2.70495	-1.89580	1.22483	6.20137	4.66144	17.60546	4.19956	-3.41882	1.15686	9.25427	2.21961	-3.41199	1.58554	-5.56202	5.17642	3.92237	22.09712	1.34634	-1.64182	6.84961	12.52835	-3.47931	9.77424	-2.37870	-5.68680	2.12306	22.79058	-1.48833	-2.97902	0.84969	17.72635	-3.47220	8.37453	-3.51775	-3.09363	4.25975	0.65905	19.72195	20.88253	-1.64053	7.27445	-0.44280	-0.99123	2.68137	6.44554	16.57420	-2.21338	11.85599	-1.20113	5.16830	-11.55541	21.21308	-3.79064	7.32009	-5.15693	22.02443	-3.60816	6.78832	-4.21785	5.97186	23.54289	2.25581	-1.40289	11.10361	15.87000	-2.12364	5.48742	-3.56675	-10.11226	4.36466	19.34048	2.26042	-2.47853	4.78788	12.30559	-4.17047	12.40900	-2.75864	-5.25845	5.01056	20.02694	-0.94306	-0.84585	4.93469	-1.53216	21.27539	-4.96894	10.13265	-5.97014	0.66958	20.48409	3.70852	-4.65111	-0.55813	23.45904	-4.86186	10.16802	-4.23903	-9.69348	6.25889	22.76613	2.41376	-1.65660	11.36612	-3.31218	10.62689	24.04460	0.54464	-1.86818	13.55329	13.07823	-1.49956	10.23245	-1.11297	-10.54411
13	3.90213	3.01210	22.69307	1.56835	1.97452	2.53449	-3.04196	1.08403	6.26360	4.65355	16.86798	4.16018	-2.73751	1.14980	10.65446	2.41710	-5.31955	1.48806	-5.67217	5.83927	3.11712	23.48358	1.21930	-2.25097	6.88421	11.72938	-2.32547	10.72384	-3.92634	-4.69765	1.52823	23.88450	-1.15798	-3.91354	0.89478	16.55267	-3.70839	10.00027	-4.64890	-2.94425	3.96710	0.18606	21.00146	21.85850	-0.91789	7.27042	-2.05316	-1.75738	2.83316	6.56168	16.20864	-1.30938	13.89152	-4.10670	6.13266	-12.81765	20.46694	-2.35212	8.29083	-7.14012	21.25997	-2.78216	8.25871	-6.44133	5.64251	24.30219	3.54965	-3.14345	11.13527	15.54297	-1.58786	6.36189	-4.99584	-10.70801	3.95699	20.81131	2.24374	-3.47371	4.95565	11.42500	-2.91162	13.21982	-4.45576	-5.84418	4.29834	21.08851	-0.38586	-1.98617	4.90061	-0.95135	20.35286	-4.49998	11.48307	-7.73868	0.15315	21.58421	3.47541	-5.26795	-0.53307	22.67307	-4.37178	11.89954	-6.35225	-10.32499	5.92514	24.02864	2.73174	-2.98934	11.38262	-3.18707	10.24669	24.88776	1.71670	-3.58392	13.62112	12.46830	-1.52638	12.41509	-3.38962	-11.37919
14	3.38873	3.06197	23.77883	1.43003	2.11568	2.41927	-3.79576	1.02319	6.33922	4.63776	16.17572	4.12369	-2.02796	1.33424	11.43724	2.53151	-6.65642	1.50876	-6.21233	5.97014	2.34276	24.61102	1.04920	-2.64437	6.83288	10.98755	-1.28126	11.14290	-4.91391	-3.88440	0.92813	24.71903	-0.93290	-4.44177	0.96318	15.47713	-3.78870	11.22270	-5.50207	-3.09328	3.61180	-0.30889	22.38351	22.92573	-0.43965	7.09392	-3.38227	-2.28862	3.01672	6.73055	15.87902	-0.13736	15.03289	-6.35481	4.51999	-13.87787	19.76233	-1.18523	8.83940	-8.54340	20.51442	-2.06696	9.18435	-8.04109	5.29787	25.18026	4.35419	-4.40636	11.17343	15.25265	-1.18341	6.85900	-6.01715	-11.53916	3.52120	22.31627	1.81996	-4.01810	5.13760	10.58391	-1.53575	13.18840	-5.39000	-6.65108	3.57526	22.04227	-0.02074	-2.72282	4.89833	-0.68976	19.47107	-3.86621	12.15926	-8.97621	-0.37515	22.66219	2.95581	-5.45771	-0.47583	21.90406	-3.85196	12.75582	-7.64501	-10.99375	5.48185	25.33173	2.72997	-3.85218	11.42423	-3.28389	9.81250	25.61636	2.54706	-4.74345	13.69108	11.92504	-1.38275	13.98766	-5.18056	-12.63013
15	2.86950	3.09205	24.68232	1.31159	2.06411	2.29995	-4.15682	0.98233	6.38720	4.61449	15.57631	4.09141	-1.37395	1.57643	11.60542	2.57375	-7.32664	1.61238	-6.81032	6.34256	1.63477	25.32610	0.94522	-3.23398	6.26440	10.36150	-0.45393	11.01913	-5.21913	-3.34161	0.34344	25.17798	-0.70263	-4.57676	1.05531	14.57242	-3.71716	12.00762	-6.01538	-3.50915	3.20898	-0.77701	23.70718	23.93752	-0.24884	6.69995	-4.27272	-2.45681	3.22384	6.96490	15.61730	1.16175	15.26088	-7.78706	4.05237	-14.67151	19.14071	-0.39287	8.95575	-9.25300	19.85629	-1.58262	9.58589	-8.89857	4.94459	26.07967	4.60202	-5.07539	11.21852	15.02877	-0.95032	6.95850	-6.53704	-12.56754	3.08720	23.64642	1.15687	-4.10351	5.34002	9.82322	-0.23081	12.40758	-5.47658	-7.63032	2.85983	22.75418	0.24044	-3.02621	4.93029	-0.84374	18.67975	-3.12884	12.19965	-9.62623	-0.89929	23.57610	2.37874	-5.31100	-0.38130	21.20109	-3.35987	12.78890	-8.08957	-11.71718	4.95641	26.47854	2.52641	-4.21813	11.49041	-3.60886	9.33607	26.13946	3.04291	-5.29370	13.76563	11.48213	-1.08478	14.87034	-6.36391	-14.26568
16	2.35968	3.09518	25.29544	1.27454	1.93643	2.11678	-4.04421	1.05799	6.52215	4.58912	15.10598	4.06185	-0.86305	1.80726	11.26070	2.56430	-7.33623	1.78611	-7.56230	6.61899	1.01280	25.53944	1.02518	-2.90230	6.32795	9.89523	0.06105	10.45829	-4.84678	-3.14038	-0.21214	25.20045	-0.34610	-4.38737	1.17030	13.89205	-3.55360	12.34756	-6.14440	-4.10818	2.77089	-1.17304	24.82205	24.76000	-0.30372	6.09928	-4.65675	-2.19444	3.44524	7.27310	15.45165	2.42547	14.72751	-8.40955	3.34947	-15.15123	18.63342	-0.04395	8.74284	-9.28211	19.33554	-1.42610	9.58430	-9.01722	4.58517	26.89833	4.35059	-5.14966	11.27116	14.89303	-0.93267	6.70743	-6.52130	-13.69166	2.67781	24.64034	0.47681	-3.81913	5.55532	9.17826	0.82763	11.09017	-4.76388	-8.70284	2.15915	23.14727	0.51039	-2.94635	4.99552	-1.44371	18.01502	-2.37311	11.72258	-9.71061	-1.41540	24.22732	1.96719	-4.95570	-0.24361	20.60287	-2.94174	12.17368	-7.78650	-12.47718	4.36990	27.30321	2.30223	-4.14681	11.57845	-4.10700	8.82168	26.41599	3.28251	-5.28361	13.84804	11.16277	-0.67352	15.05264	-6.87996	-16.15033
17	1.86657	3.06765	25.56787	1.36016	1.85173	1.86720	-3.60479	1.14277	6.68137	4.55963	14.78685	4.03152	-0.57632	2.01452	10.55708	2.50748	-6.76086	2.01299	-8.41362	6.73442	0.48180	25.24235	1.36079	-2.33474	6.41329	9.61621	0.18613	9.63916	-3.89835	-3.30600	-0.73255	24.79938	0.21618	-3.97025	1.30410	13.46706	-3.38712	12.24224	-5.85330	-4.78467	2.30646	-1.46092	25.61648	25.29307	-0.50023	5.36882	-4.55007	-1.50968	3.67348	7.65780	15.40382	3.48580	13.68586	-8.32819	2.21819	-15.30866	18.25936	-0.16419	8.35298	-8.72576	18.97909	-1.65247	9.32671	-8.48102	4.21884	27.54082	3.75869	-4.71954	11.33195	14.85716	-1.16799	6.19922	-5.99929	-14.77837	2.30714	25.20865	-0.02134	-3.29263	5.77646	8.67689	1.48795	9.53892	-3.41393	-9.78784	1.47110	23.22235	0.87128	-2.58026	5.08926	-2.43600	17.49746	-1.69060	10.86709	-9.28532	-1.92984	24.58622	1.85813	-4.50607	-0.05758	20.13397	-2.63498	11.12443	-6.89878	-13.21275	3.73711	27.71226	2.23406	-3.75555	11.68349	-4.67320	8.26659	26.45713	3.37087	-4.82909	13.94139	10.97743	-0.22579	14.59415	-6.72468	-18.06684
18	1.39104	3.01042	25.50918	1.54446	1.89750	1.62623	-2.94815	1.22858	6.85768	4.52778	14.62618	3.99599	-0.56768	2.20674	9.66387	2.38889	-5.72655	2.25104	-9.25490	6.72141	0.03465	24.50156	1.95145	-1.62588	6.48716	9.53517	-0.11735	8.75790	-2.53757	-3.80956	-1.21836	24.05294	1.00212	-3.42407	1.44938	13.30479	-3.30410	11.71509	-5.13463	-5.44763	1.82200	-1.61831	26.03218	25.48216	-0.71246	4.64030	-4.02846	-0.49132	3.90406	8.11316	15.48670	4.19962	12.41512	-7.69834	0.94281	-15.18781	18.02450	-0.72384	7.93614	-7.73080	18.79013	-2.24603	8.93430	-7.42729	3.84385	27.93254	3.03718	-3.93123	11.40084	14.92279	-1.66578	5.54627	-5.06330	-15.70952	1.98131	25.33522	-0.21110	-2.65095	5.99488	8.33812	1.64385	8.08672	-1.66932	-10.83834	0.78862	23.05322	1.34153	-2.03407	5.20307	-3.69211	17.13223	-1.15360	9.76915	-8.43149	-2.45468	24.68836	2.08055	-4.03803	0.17916	19.80347	-2.46602	9.84423	-5.60986	-13.84234	3.06779	27.70102	2.43662	-3.18029	11.79777	-5.19300	7.66353	26.31258	3.40876	-4.07717	14.04728	10.92391	0.15650	13.63383	-5.96289	-19.77150
19	0.92976	2.93005	25.17160	1.76540	2.11959	1.50793	-2.17579	1.33566	7.04573	4.49530	14.61734	3.95102	-0.84568	2.39044	8.73610	2.19671	-4.38988	2.44791	-10.03634	6.55809	-0.34482	23.43410	2.73604	-0.80522	6.56088	9.64681	-0.82967	7.98030	-0.95464	-4.57893	-1.67413	23.07419	1.97924	-2.82929	1.59650	13.38965	-3.36629	10.83007	-4.02608	-6.04773	1.32253	-1.63913	26.06218	25.31828	-0.83030	4.06530	-3.19716	0.71057	4.13388	8.62169	15.70263	4.48339	11.15791	-6.69260	-0.57827	-14.88204	17.92328	-1.63832	7.60710	-6.46796	18.75114	-3.10899	8.47905	-6.01950	3.45964	28.02972	2.40052	-2.95400	11.47682	15.08280	-2.39552	4.85543	-3.85070	-16.41969	1.70037	25.05960	-0.04660	-1.99120	6.20298	8.17103	1.26370	7.01954	0.19521	-11.85984	0.10425	22.74920	1.88360	-1.39066	5.32574	-5.04446	16.91082	-0.79750	8.55544	-7.25563	-3.00289	24.60613	2.58177	-3.58519	0.46344	19.60627	-2.44790	8.50997	-4.10255	-14.30212	2.36753	27.33509	2.94393	-2.53914	11.91066	-5.59125	7.00428	26.04750	3.48237	-3.17661	14.16474	10.98895	0.38031	12.36624	-4.72432	-21.05912
20	0.47737	2.83895	24.62614	1.97445	2.52942	1.55793	-1.37409	1.46717	7.23345	4.46457	14.74194	3.89355	-1.37089	2.56353	7.89432	1.94962	-2.91510	2.56177	-10.66264	6.37037	-0.67853	22.17493	3.62584	0.07848	6.60778	9.93124	-1.87332	7.41705	0.66308	-5.52319	-2.10591	21.97788	3.08850	-2.23795	1.73472	13.68623	-3.60125	9.68688	-2.60806	-6.58482	0.81263	-1.53300	25.74034	24.82909	-0.77584	3.77573	-2.17062	1.92240	4.35865	9.15281	16.04241	4.33363	10.08262	-5.47879	-1.61189	-14.51577	17.94126	-2.78391	7.43113	-5.10462	18.82955	-4.08986	7.99130	-4.42183	3.06819	27.82381	2.03167	-1.95449	11.55805	15.32296	-3.28759	4.20818	-2.51309	-16.90894	1.45981	24.45799	0.44886	-1.36913	6.39413	8.17444	0.40503	6.51849	1.91955	-12.90115	-0.58668	22.40678	2.43898	-0.69418	5.44440	-6.33235	16.81422	-0.62442	7.34083	-5.88002	-3.58502	24.41570	3.27165	-3.14914	0.78392	19.52598	-2.58506	7.27615	-2.54878	-14.57639	1.63862	26.71443	3.72410	-1.90932	12.00972	-5.86119	6.28356	25.72046	3.66469	-2.25694	14.29028	11.15114	0.39784	10.99053	-3.17846	-21.81071
21	0.02797	2.75425	23.94644	2.15334	3.11308	1.70015	-0.60212	1.60375	7.40798	4.43789	14.97300	3.82213	-2.06989	2.71800	7.21700	1.72345	-1.45262	2.57194	-11.17829	6.12979	-0.99121	20.85133	4.53478	1.00482	6.61887	10.35619	-3.13460	7.12374	2.15073	-6.55829	-2.52014	20.86045	4.26279	-1.67237	1.85371	14.14487	-4.00326	8.40185	-0.98844	-7.09686	0.29662	-1.32259	25.13013	24.06884	-0.50329	3.85700	-1.06292	2.98612	4.57109	9.66632	16.48548	3.82134	9.27447	-4.20301	-2.44485	-14.21743	18.05825	-4.01709	7.42341	-3.78504	18.98464	-5.03526	7.48654	-2.78192	2.67437	27.34629	2.05254	-1.07435	11.64229	15.62367	-4.24193	3.64386	-1.18415	-17.22939	1.25096	23.62836	1.19987	-0.79949	6.56159	8.33733	-0.79874	6.63929	3.29472	-14.02579	-1.28500	22.08344	2.95471	0.04886	5.54586	-7.43495	16.81699	-0.62566	6.22682	-4.42363	-4.20680	24.17743	4.05753	-2.71651	1.12027	19.53837	-2.88360	6.28076	-1.10113	-14.70500	0.88194	25.94402	4.70463	-1.32156	12.08191	-6.06148	5.50152	25.37407	4.01021	-1.41375	14.41789	11.38423	0.21992	9.66926	-1.50435	-22.00884
22	-0.42379	2.69470	23.20519	2.30658	3.83410	1.83475	0.10670	1.71670	7.55531	4.41711	15.27818	3.73687	-2.85607	2.84121	6.74178	1.65542	-0.12201	2.48332	-11.68759	5.76752	-1.30807	19.57239	5.39666	1.94825	6.58233	10.88022	-4.48963	7.10971	3.38098	-7.62194	-2.92317	19.79990	5.42759	-1.12683	1.94537	14.70834	-4.54084	7.08985	0.71372	-7.63906	-0.22162	-1.03951	24.31454	23.11422	0.00171	4.33537	0.02306	3.78766	4.76110	10.12179	17.00158	3.06450	8.75120	-2.97967	-3.71987	-14.09247	18.25116	-5.19497	7.55683	-2.61805	19.17330	-5.83014	6.98624	-1.22014	2.28528	26.67454	2.49628	-0.40948	11.72776	15.96214	-5.14577	3.15526	0.04121	-17.45745	1.06138	22.67506	2.10254	-0.26655	6.69742	8.64004	-2.17174	7.32094	4.18997	-15.28083	-1.98795	21.80506	3.38667	0.85541	5.61844	-8.28131	16.89082	-0.80116	5.29748	-2.98306	-4.86798	23.93382	4.86088	-2.27402	1.44538	19.61449	-3.35126	5.63664	0.11905	-14.76894	0.09951	25.12211	5.79266	-0.76977	12.11486	-6.28916	4.66419	25.04025	4.54059	-0.70073	14.53867	11.65970	-0.09967	8.51367	0.13587	-21.72491
